match_id,match_name,teamInnings,battingPos,batsmanName,dismissal,runs,balls,4s,6s,SR,out/not_out
T20I # 2140,Romania Vs Luxembourg,Romania,1,Ramesh Satheesan(c),c Nanda b Dixit,12,12,0,1,100.00,out
T20I # 2140,Romania Vs Luxembourg,Romania,2,Taranjeet Singh,c Malav b Vijh,39,28,5,1,139.28,out
T20I # 2140,Romania Vs Luxembourg,Romania,3,Vasu Saini,run out (MalavDixit),46,39,3,1,117.94,out
T20I # 2140,Romania Vs Luxembourg,Romania,4,Satvik Nadigotla ,c J Barker b Anoop Orsu,6,7,0,0,85.71,out
T20I # 2140,Romania Vs Luxembourg,Romania,5,Manmeet Koli,c Anoop Orsu b Vijh,10,13,0,0,76.92,out
T20I # 2140,Romania Vs Luxembourg,Romania,6,Shantanu Vashisht,c Gill b Jabarkhel,23,11,5,0,209.09,out
T20I # 2140,Romania Vs Luxembourg,Romania,7,Rajesh Kumar,run out (MalavJabarkhel),16,8,2,0,200.00,out
T20I # 2140,Romania Vs Luxembourg,Romania,8,Gaurav Mishra,not out ,1,1,0,0,100.00,not_out
T20I # 2140,Romania Vs Luxembourg,Romania,9,Pratham Hingorani,not out ,0,1,0,0,0.00,not_out
T20I # 2140,Romania Vs Luxembourg,Luxembourg,1,William Cope ,c Kumar b Koli,49,26,8,0,188.46,out
T20I # 2140,Romania Vs Luxembourg,Luxembourg,2,Amit Halbhavi,c Taranjeet Singh b Gaurav Mishra,0,2,0,0,0.00,out
T20I # 2140,Romania Vs Luxembourg,Luxembourg,3,Shiv Gill,c Gaurav Mishra b Saini,32,30,3,0,106.66,out
T20I # 2140,Romania Vs Luxembourg,Luxembourg,4,Vikram Vijh(c),not out ,39,29,3,1,134.48,not_out
T20I # 2140,Romania Vs Luxembourg,Luxembourg,5,Timothy Barker,not out ,33,18,3,2,183.33,not_out
T20I # 2407,West Indies Vs England,West Indies,1,Brandon King, b Ali,8,5,2,0,160.00,out
T20I # 2407,West Indies Vs England,West Indies,2,Kyle Mayers,c  Buttler b Topley,0,3,0,0,0.00,out
T20I # 2407,West Indies Vs England,West Indies,3,Nicholas Pooran ,c Livingstone b Rashid,82,45,6,6,182.22,out
T20I # 2407,West Indies Vs England,West Indies,4,Shai Hope,c Salt b Rashid,26,19,1,2,136.84,out
T20I # 2407,West Indies Vs England,West Indies,5,Rovman Powell(c),c  Buttler b Curran,39,21,2,3,185.71,out
T20I # 2407,West Indies Vs England,West Indies,6,Sherfane Rutherford,c Salt b Curran,29,17,2,2,170.58,out
T20I # 2407,West Indies Vs England,West Indies,7,Andre Russell,not out ,8,5,0,1,160.00,not_out
T20I # 2407,West Indies Vs England,West Indies,8,Jason Holder,not out ,18,5,1,2,360.00,not_out
T20I # 2407,West Indies Vs England,England,1,Phil Salt,not out ,109,56,4,9,194.64,not_out
T20I # 2407,West Indies Vs England,England,2,Jos Buttler(c) ,c Joseph b Russell,51,34,5,2,150.00,out
T20I # 2407,West Indies Vs England,England,3,Will Jacks,c  Pooran b Motie,1,6,0,0,16.66,out
T20I # 2407,West Indies Vs England,England,4,Liam Livingstone,c Powell b Holder,30,18,0,3,166.66,out
T20I # 2407,West Indies Vs England,England,5,Harry Brook,not out ,31,7,1,4,442.85,not_out
T20I # 2153,Japan Vs Philippines,Japan,1,Lachlan YamamotoLake,c Smith b Sirah,41,44,3,0,93.18,out
T20I # 2153,Japan Vs Philippines,Japan,2,ShiraiPatmore ,run out (Smith),6,10,0,0,60.00,out
T20I # 2153,Japan Vs Philippines,Japan,3,Kendel KadowakiFleming(c), b Sirah,60,37,2,4,162.16,out
T20I # 2153,Japan Vs Philippines,Japan,4,Supun Navaratne,c Myott b Sirah,0,2,0,0,0.00,out
T20I # 2153,Japan Vs Philippines,Japan,5,Sabaorish Ravichandran,c Alegra b Myott,2,4,0,0,50.00,out
T20I # 2153,Japan Vs Philippines,Japan,6,Ibrahim Takahashi,c Alegra b Podosky,31,13,1,3,238.46,out
T20I # 2153,Japan Vs Philippines,Japan,7,Reo SakuranoThomas, b Podosky,14,9,2,0,155.55,out
T20I # 2153,Japan Vs Philippines,Japan,8,Declan Suzuki,not out ,3,1,0,0,300.00,not_out
T20I # 2153,Japan Vs Philippines,Philippines,1,Kapil Kumar,c Suzuki b Taniyama,21,33,2,0,63.63,out
T20I # 2153,Japan Vs Philippines,Philippines,2,Daniel Smith(c),c  ShiraiPatmore b SakuranoThomas,12,13,2,0,92.30,out
T20I # 2153,Japan Vs Philippines,Philippines,3,Jordan Alegre,st  ShiraiPatmore b Kumbhare,33,29,2,1,113.79,out
T20I # 2153,Japan Vs Philippines,Philippines,4,Josef Doctora, b Suzuki,28,23,1,2,121.73,out
T20I # 2153,Japan Vs Philippines,Philippines,5,Miggy Podosky,c Taniyama b Kumbhare,5,10,0,0,50.00,out
T20I # 2153,Japan Vs Philippines,Philippines,6,Amanpreet Sirah,not out ,7,10,0,0,70.00,not_out
T20I # 2153,Japan Vs Philippines,Philippines,7,Gurbhupinder Chohan,not out ,4,4,0,0,100.00,not_out
T20I # 2410,Botswana Vs Uganda,Botswana,1,Karabo Motlhanka(c),lbw b Masaba,13,22,1,0,59.09,out
T20I # 2410,Botswana Vs Uganda,Botswana,2,Vinoo Balakrishnan,st  Kakuru b Ssenyondo,9,29,0,0,31.03,out
T20I # 2410,Botswana Vs Uganda,Botswana,3,Monroux Kasselman,lbw b Ramjani,5,9,0,0,55.55,out
T20I # 2410,Botswana Vs Uganda,Botswana,4,Reginald Nehonde,st  Kakuru b Ssenyondo,9,18,0,0,50.00,out
T20I # 2410,Botswana Vs Uganda,Botswana,5,Michael Badenhorst,c Masaba b Ssenyondo,0,3,0,0,0.00,out
T20I # 2410,Botswana Vs Uganda,Botswana,6,Valentine Mbazo , b Ramjani,7,7,0,0,100.00,out
T20I # 2410,Botswana Vs Uganda,Botswana,7,Leano Maphane,lbw b Masaba,9,16,0,0,56.25,out
T20I # 2410,Botswana Vs Uganda,Botswana,8,Mmoloki Mooketsi, b Bilal Hassun,3,8,0,0,37.50,out
T20I # 2410,Botswana Vs Uganda,Botswana,9,Dhruvkumar Maisuria, b Bilal Hassun,3,6,0,0,50.00,out
T20I # 2410,Botswana Vs Uganda,Botswana,10,Katlo Piet,not out ,0,1,0,0,0.00,not_out
T20I # 2410,Botswana Vs Uganda,Botswana,11,Losika Makgale, b Bilal Hassun,0,1,0,0,0.00,out
T20I # 2410,Botswana Vs Uganda,Uganda,1,Roger Mukasa,not out ,26,16,4,0,162.50,not_out
T20I # 2410,Botswana Vs Uganda,Uganda,2,Simon Ssesazi,not out ,34,16,5,1,212.50,not_out
T20I # 2392,Cameroon Vs Sierra Leone,Cameroon,1,Bruno Toube,c Coker b Conteh,8,7,1,0,114.28,out
T20I # 2392,Cameroon Vs Sierra Leone,Cameroon,2,Idriss Tchakou, b Sesay,10,8,1,1,125.00,out
T20I # 2392,Cameroon Vs Sierra Leone,Cameroon,3,Roland Amah,run out (TuraySesay),0,1,0,0,0.00,out
T20I # 2392,Cameroon Vs Sierra Leone,Cameroon,4,Kulbhushan Jadhav, b Bah,0,15,0,0,0.00,out
T20I # 2392,Cameroon Vs Sierra Leone,Cameroon,5,Julien Abega(c), b Bah,1,6,0,0,16.66,out
T20I # 2392,Cameroon Vs Sierra Leone,Cameroon,6,Dipita Loic,c  Bangura b Bah,0,1,0,0,0.00,out
T20I # 2392,Cameroon Vs Sierra Leone,Cameroon,7,Alain Toube ,c  Bangura b Gbla,1,3,0,0,33.33,out
T20I # 2392,Cameroon Vs Sierra Leone,Cameroon,8,Abdoulaye Aminou,c  Bangura b Gbla,0,3,0,0,0.00,out
T20I # 2392,Cameroon Vs Sierra Leone,Cameroon,9,Alexis Balla, b Gbla,0,4,0,0,0.00,out
T20I # 2392,Cameroon Vs Sierra Leone,Cameroon,10,Narcisse Ndouteng,c Turay b Bah,0,2,0,0,0.00,out
T20I # 2392,Cameroon Vs Sierra Leone,Cameroon,11,Roger Atangana,not out ,0,2,0,0,0.00,not_out
T20I # 2392,Cameroon Vs Sierra Leone,Sierra Leone,1,George Ngegba(c),not out ,17,14,3,0,121.42,not_out
T20I # 2392,Cameroon Vs Sierra Leone,Sierra Leone,2,Alusine Turay,c Abega b BN Toube,4,4,1,0,100.00,out
T20I # 2392,Cameroon Vs Sierra Leone,Sierra Leone,3,Ibrahim Sesay,not out ,4,8,0,0,50.00,not_out
T20I # 2398,Malawi Vs Uganda,Malawi,1,Donnex Kansonkho,run out (Masaba Kakuru),41,57,1,0,71.92,out
T20I # 2398,Malawi Vs Uganda,Malawi,2,Gift Kansonkho,c  b Ssenyondo,38,44,4,0,86.36,out
T20I # 2398,Malawi Vs Uganda,Malawi,3,Sami Sohail,c  b Ssenyondo,0,1,0,0,0.00,out
T20I # 2398,Malawi Vs Uganda,Malawi,4,Moazzam Baig(c),lbw b Bilal Hassun,8,14,0,0,57.14,out
T20I # 2398,Malawi Vs Uganda,Malawi,5,Gershom Ntambalika, b Bilal Hassun,0,1,0,0,0.00,out
T20I # 2398,Malawi Vs Uganda,Malawi,6,Daniel Jakiel,not out ,3,3,0,0,100.00,not_out
T20I # 2398,Malawi Vs Uganda,Malawi,7,Aaftab Limdawala,not out ,0,0,0,0,-,not_out
T20I # 2398,Malawi Vs Uganda,Uganda,1,Simon Ssesazi,c Choamba b Baig,14,16,1,0,87.50,out
T20I # 2398,Malawi Vs Uganda,Uganda,2,Ronak Patel,c  Chete b Jakiel,8,10,1,0,80.00,out
T20I # 2398,Malawi Vs Uganda,Uganda,3,Roger Mukasa,lbw b Baig,3,9,0,0,33.33,out
T20I # 2398,Malawi Vs Uganda,Uganda,4,Robinson Obuya,not out ,36,27,0,4,133.33,not_out
T20I # 2398,Malawi Vs Uganda,Uganda,5,Kenneth Waiswa,not out ,20,15,3,0,133.33,not_out
T20I # 2395,Sierra Leone Vs Kenya,Sierra Leone,1,George Ngegba(c),c  b Ngoche,16,18,2,0,88.88,out
T20I # 2395,Sierra Leone Vs Kenya,Sierra Leone,2,Alusine Turay, b Oluoch,6,4,1,0,150.00,out
T20I # 2395,Sierra Leone Vs Kenya,Sierra Leone,3,Ibrahim Sesay, b Ringera,0,2,0,0,0.00,out
T20I # 2395,Sierra Leone Vs Kenya,Sierra Leone,4,Yegbeh Jalloh,lbw b Ngoche,5,19,0,0,26.31,out
T20I # 2395,Sierra Leone Vs Kenya,Sierra Leone,5,Lansana Lamin, b Vishil Patel,2,11,0,0,18.18,out
T20I # 2395,Sierra Leone Vs Kenya,Sierra Leone,6,Abass Gbla,lbw b Vishil Patel,0,1,0,0,0.00,out
T20I # 2395,Sierra Leone Vs Kenya,Sierra Leone,7,John Bangura ,c Vishil Patel b Ringera,16,29,1,0,55.17,out
T20I # 2395,Sierra Leone Vs Kenya,Sierra Leone,8,Chernoh Bah,c Mutua b Ringera,14,16,0,1,87.50,out
T20I # 2395,Sierra Leone Vs Kenya,Sierra Leone,9,George Sesay, b Mutua,5,4,0,0,125.00,out
T20I # 2395,Sierra Leone Vs Kenya,Sierra Leone,10,Raymond Coker,not out ,1,1,0,0,100.00,not_out
T20I # 2395,Sierra Leone Vs Kenya,Sierra Leone,11,Samuel Conteh, b Mutua,3,5,0,0,60.00,out
T20I # 2395,Sierra Leone Vs Kenya,Kenya,1,Rushab Patel,not out ,26,19,2,1,136.84,not_out
T20I # 2395,Sierra Leone Vs Kenya,Kenya,2,Collins Obuya,c  Bangura b Gbla,43,16,1,6,268.75,out
T20I # 2395,Sierra Leone Vs Kenya,Kenya,3,Neil Mugabe,c  Bangura b Gbla,0,4,0,0,0.00,out
T20I # 2395,Sierra Leone Vs Kenya,Kenya,4,Tanzeel Sheikh,not out ,10,7,0,1,142.85,not_out
T20I # 2400,Mozambique Vs Malawi,Mozambique,1,Mario Manjate,c  Zuze b Jakiel,0,1,0,0,0.00,out
T20I # 2400,Mozambique Vs Malawi,Mozambique,2,Lourenco Salomone,run out (MasaukoG Kansonkho),25,40,0,0,62.50,out
T20I # 2400,Mozambique Vs Malawi,Mozambique,3,Vieira Tembo,c Limdawala b Jakiel,8,5,2,0,160.00,out
T20I # 2400,Mozambique Vs Malawi,Mozambique,4,Francisco Couana(c),lbw b Jakiel,1,5,0,0,20.00,out
T20I # 2400,Mozambique Vs Malawi,Mozambique,5,Farruque Nhaduate ,c D Kansonkho b Limdawala,39,48,2,1,81.25,out
T20I # 2400,Mozambique Vs Malawi,Mozambique,6,Filipe Cossa, b D Kansonkho,0,2,0,0,0.00,out
T20I # 2400,Mozambique Vs Malawi,Mozambique,7,Joao Hou, b Jakiel,12,10,1,0,120.00,out
T20I # 2400,Mozambique Vs Malawi,Mozambique,8,Agostinho Navicha,not out ,9,8,1,0,112.50,not_out
T20I # 2400,Mozambique Vs Malawi,Mozambique,9,Jose Joao,not out ,0,2,0,0,0.00,not_out
T20I # 2400,Mozambique Vs Malawi,Malawi,1,Donnex Kansonkho,c Huo b Macome,9,13,2,0,69.23,out
T20I # 2400,Mozambique Vs Malawi,Malawi,2,Gift Kansonkho,lbw b Macome,1,4,0,0,25.00,out
T20I # 2400,Mozambique Vs Malawi,Malawi,3,Sami Sohail,not out ,45,48,4,0,93.75,not_out
T20I # 2400,Mozambique Vs Malawi,Malawi,4,Moazzam Baig(c), b NZ Nhaduate,32,40,4,0,80.00,out
T20I # 2400,Mozambique Vs Malawi,Malawi,5,Aaftab Limdawala, b Huo,5,5,0,0,100.00,out
T20I # 2400,Mozambique Vs Malawi,Malawi,6,Beston Masauko,not out ,5,7,0,0,71.42,not_out
T20I # 2329,Namibia Vs Zimbabwe,Namibia,1,Michael van Lingen,c Ervine b Burl,67,37,10,3,181.08,out
T20I # 2329,Namibia Vs Zimbabwe,Namibia,2,Nikolaas Davin,run out (Mumba),60,44,6,2,136.36,out
T20I # 2329,Namibia Vs Zimbabwe,Namibia,3,Gerhard Erasmus(c),lbw b Chatara,38,28,5,0,135.71,out
T20I # 2329,Namibia Vs Zimbabwe,Namibia,4,JJ Smit,not out ,25,11,1,2,227.27,not_out
T20I # 2329,Namibia Vs Zimbabwe,Namibia,5,Zane Green ,not out ,0,0,0,0,-,not_out
T20I # 2329,Namibia Vs Zimbabwe,Zimbabwe,1,Nick Welch,c  Green b Smit,25,19,4,0,131.57,out
T20I # 2329,Namibia Vs Zimbabwe,Zimbabwe,2,Innocent Kaia,c van Lingen b LoftieEaton,37,30,4,1,123.33,out
T20I # 2329,Namibia Vs Zimbabwe,Zimbabwe,3,Craig Ervine(c),c van Lingen b Frylinck,10,12,1,0,83.33,out
T20I # 2329,Namibia Vs Zimbabwe,Zimbabwe,4,Sikandar Raza,not out ,82,35,3,9,234.28,not_out
T20I # 2329,Namibia Vs Zimbabwe,Zimbabwe,5,Ryan Burl, b Erasmus,7,7,0,0,100.00,out
T20I # 2329,Namibia Vs Zimbabwe,Zimbabwe,6,Wessly Madhevere,c Smit b Erasmus,23,12,3,1,191.66,out
T20I # 2329,Namibia Vs Zimbabwe,Zimbabwe,7,Clive Madande ,not out ,5,6,0,0,83.33,not_out
T20I # 2389,Mali Vs Sierra Leone,Mali,1,Mohamed Coulibaly,c Gbla b Sesay,4,21,0,0,19.04,out
T20I # 2389,Mali Vs Sierra Leone,Mali,2,Mamadou Diawara, b Sesay,8,14,1,0,57.14,out
T20I # 2389,Mali Vs Sierra Leone,Mali,3,Mahamadou Diaby, b Bah,4,11,1,0,36.36,out
T20I # 2389,Mali Vs Sierra Leone,Mali,4,Sanze Kamate, b Bah,1,6,0,0,16.66,out
T20I # 2389,Mali Vs Sierra Leone,Mali,5,Daouda Traore ,c Gbla b Sesay,0,3,0,0,0.00,out
T20I # 2389,Mali Vs Sierra Leone,Mali,6,Theodore Macalou, b Bah,5,12,1,0,41.66,out
T20I # 2389,Mali Vs Sierra Leone,Mali,7,Zakaria Makadji,c Gbla b Bah,0,1,0,0,0.00,out
T20I # 2389,Mali Vs Sierra Leone,Mali,8,Moustapha Diakite,lbw b Conteh,4,3,1,0,133.33,out
T20I # 2389,Mali Vs Sierra Leone,Mali,9,Lamissa Sanogo, b Conteh,1,12,0,0,8.33,out
T20I # 2389,Mali Vs Sierra Leone,Mali,10,Cheick Keita(c),lbw b Conteh,0,1,0,0,0.00,out
T20I # 2389,Mali Vs Sierra Leone,Mali,11,Sekou Diaby,not out ,0,0,0,0,-,not_out
T20I # 2389,Mali Vs Sierra Leone,Sierra Leone,1,George Ngegba(c), b SG Diaby,4,3,1,0,133.33,out
T20I # 2389,Mali Vs Sierra Leone,Sierra Leone,2,Ibrahim Sesay,not out ,11,5,2,0,220.00,not_out
T20I # 2389,Mali Vs Sierra Leone,Sierra Leone,3,John Bangura ,c  Traore b MT Diaby,17,8,3,0,212.50,out
T20I # 2389,Mali Vs Sierra Leone,Sierra Leone,4,Miniru Kpaka,not out ,1,1,0,0,100.00,not_out
T20I # 2196,Germany Vs Guernsey,Germany,1,Venkatraman Ganesan(c),c  Bushell b Bichard,16,15,3,0,106.66,out
T20I # 2196,Germany Vs Guernsey,Germany,2,Shahid Afridi,c  Bushell b Mullen,13,10,3,0,130.00,out
T20I # 2196,Germany Vs Guernsey,Germany,3,Talha Khan,c  Bushell b Martel,21,13,2,1,161.53,out
T20I # 2196,Germany Vs Guernsey,Germany,4,Harmanjot Singh,c TW Nightingale b Stokes,18,20,2,0,90.00,out
T20I # 2196,Germany Vs Guernsey,Germany,5,Faisal Mubashir, b TW Nightingale,34,28,1,1,121.42,out
T20I # 2196,Germany Vs Guernsey,Germany,6,Sahir Naqash,not out ,36,26,2,1,138.46,not_out
T20I # 2196,Germany Vs Guernsey,Germany,7,Fayaz Khan,not out ,18,9,2,1,200.00,not_out
T20I # 2196,Germany Vs Guernsey,Guernsey,1,GH Smit,c  Sachin Mandy b Fayaz Khan,6,5,1,0,120.00,out
T20I # 2196,Germany Vs Guernsey,Guernsey,2,Josh Butler,st  Sachin Mandy b Muslim Yar,59,46,5,3,128.26,out
T20I # 2196,Germany Vs Guernsey,Guernsey,3,Tom Nightingale,c Ganesan b Muslim Yar,19,18,2,0,105.55,out
T20I # 2196,Germany Vs Guernsey,Guernsey,4,Matthew Stokes(c),not out ,56,31,2,4,180.64,not_out
T20I # 2196,Germany Vs Guernsey,Guernsey,5,Oliver Nightingale,c Bharathi b Fayaz Khan,15,13,1,0,115.38,out
T20I # 2196,Germany Vs Guernsey,Guernsey,6,Ben Ferbrache, b Sahir Naqash,0,1,0,0,0.00,out
T20I # 2196,Germany Vs Guernsey,Guernsey,7,Adam Martel,not out ,6,7,0,0,85.71,not_out
T20I # 2390,Ghana Vs Gambia,Ghana,1,Richmond Baaleri,c  Ousman Bah b Bojang,15,17,1,0,88.23,out
T20I # 2390,Ghana Vs Gambia,Ghana,2,Alex Osei,c Mustapha Suwareh b Ismaila Tamba,72,55,9,0,130.90,out
T20I # 2390,Ghana Vs Gambia,Ghana,3,Obed Harvey,run out (Mustapha Suwareh),0,2,0,0,0.00,out
T20I # 2390,Ghana Vs Gambia,Ghana,4,Samson Awiah(c),not out ,57,40,7,1,142.50,not_out
T20I # 2390,Ghana Vs Gambia,Ghana,5,Rexford Bakum,not out ,12,6,1,0,200.00,not_out
T20I # 2390,Ghana Vs Gambia,Gambia,1,Modou Bojang,c  Theodore b Bagabena,4,11,0,0,36.36,out
T20I # 2390,Ghana Vs Gambia,Gambia,2,Muhammed Manga,c Bakiweyem b Bagabena,14,7,2,0,200.00,out
T20I # 2390,Ghana Vs Gambia,Gambia,3,Andre Jarju,st  Theodore b Harvey,15,26,2,0,57.69,out
T20I # 2390,Ghana Vs Gambia,Gambia,4,Frank Campbell,c Anefie b Harvey,12,32,1,0,37.50,out
T20I # 2390,Ghana Vs Gambia,Gambia,5,Mustapha Suwareh,c Awiah b Baaleri,7,9,1,0,77.77,out
T20I # 2390,Ghana Vs Gambia,Gambia,6,Ismaila Tamba(c),c Osei b Baaleri,6,5,0,1,120.00,out
T20I # 2390,Ghana Vs Gambia,Gambia,7,Abubacarr Kuyateh,c  b Bakum,14,19,1,0,73.68,out
T20I # 2390,Ghana Vs Gambia,Gambia,8,David Demba,not out ,6,7,0,0,85.71,not_out
T20I # 2390,Ghana Vs Gambia,Gambia,9,Ousman Bah ,not out ,0,4,0,0,0.00,not_out
T20I # 2202,Malta Vs Romania,Malta,1,Zeeshan Khan,c Luca Petre b Vashisht,34,28,5,0,121.42,out
T20I # 2202,Malta Vs Romania,Malta,2,Fanyan Mughal,c Ijaz Hussain b Athapaththu,5,10,0,0,50.00,out
T20I # 2202,Malta Vs Romania,Malta,3,Gopal Thakur,c  Nadigotla b Saini,15,16,2,0,93.75,out
T20I # 2202,Malta Vs Romania,Malta,4,Imran Ameer, b Vashisht,12,7,1,1,171.42,out
T20I # 2202,Malta Vs Romania,Malta,5,Jaspal Singh,c  Nadigotla b Vashisht,9,7,0,1,128.57,out
T20I # 2202,Malta Vs Romania,Malta,6,Samuel Stanislaus,c Athapaththu b Ijaz Hussain,21,12,0,2,175.00,out
T20I # 2202,Malta Vs Romania,Malta,7,Waqas Ahmad,c Satheesan b Vashisht,0,2,0,0,0.00,out
T20I # 2202,Malta Vs Romania,Malta,8,Bikram Arora(c),not out ,5,7,0,0,71.42,not_out
T20I # 2202,Malta Vs Romania,Malta,9,Eldhose Mathew,lbw b Ijaz Hussain,0,1,0,0,0.00,out
T20I # 2202,Malta Vs Romania,Malta,10,Chanjal Sudarsanan ,c Vashisht b Athapaththu,2,5,0,0,40.00,out
T20I # 2202,Malta Vs Romania,Malta,11,Waseem Abbas,run out (SatheesanAthapaththu),1,1,0,0,100.00,out
T20I # 2202,Malta Vs Romania,Romania,1,Ramesh Satheesan(c),c  Sudarsanan b Waqas Ahmad,16,7,2,1,228.57,out
T20I # 2202,Malta Vs Romania,Romania,2,Rohit Kumar,run out ( Sudarsanan),19,15,2,1,126.66,out
T20I # 2202,Malta Vs Romania,Romania,3,Satvik Nadigotla ,c Stanislaus b Fanyan Mughal,6,5,1,0,120.00,out
T20I # 2202,Malta Vs Romania,Romania,4,Vasu Saini, b Waseem Abbas,31,22,3,1,140.90,out
T20I # 2202,Malta Vs Romania,Romania,5,Sivakumar Periyalwar,c  Sudarsanan b Waqas Ahmad,14,15,1,0,93.33,out
T20I # 2202,Malta Vs Romania,Romania,6,Shantanu Vashisht,c  Sudarsanan b Imran Ameer,13,20,1,0,65.00,out
T20I # 2202,Malta Vs Romania,Romania,7,Ijaz Hussain,c Mathew b Stanislaus,9,11,1,0,81.81,out
T20I # 2202,Malta Vs Romania,Romania,8,Manmeet Koli,not out ,2,5,0,0,40.00,not_out
T20I # 2202,Malta Vs Romania,Romania,9,Ravindra Athapaththu,not out ,2,3,0,0,66.66,not_out
T20I # 2416,Philippines Vs Indonesia,Philippines,1,Arashdeep Samra,c Artawan b Hawoe,3,4,0,0,75.00,out
T20I # 2416,Philippines Vs Indonesia,Philippines,2,Henry Tyler,c Banunaek b Gamantika,27,25,4,0,108.00,out
T20I # 2416,Philippines Vs Indonesia,Philippines,3,Jordan Alegre,c  Ahmad Ramdoni b Banunaek,41,36,3,2,113.88,out
T20I # 2416,Philippines Vs Indonesia,Philippines,4,Daniel Smith(c),c Koda b Arta,19,20,0,1,95.00,out
T20I # 2416,Philippines Vs Indonesia,Philippines,5,Grant Russ ,c  Ahmad Ramdoni b Hawoe,18,15,3,0,120.00,out
T20I # 2416,Philippines Vs Indonesia,Philippines,6,Miggy Podosky, b Anjar Tadarus,20,10,3,1,200.00,out
T20I # 2416,Philippines Vs Indonesia,Philippines,7,Josef Doctora,not out ,5,6,0,0,83.33,not_out
T20I # 2416,Philippines Vs Indonesia,Philippines,8,Gurbhupinder Chohan,not out ,12,5,2,0,240.00,not_out
T20I # 2416,Philippines Vs Indonesia,Indonesia,1,Gede Priandana,run out (Tyler Russ),5,3,1,0,166.66,out
T20I # 2416,Philippines Vs Indonesia,Indonesia,2,Anjar Tadarus, b Lukies,2,9,0,0,22.22,out
T20I # 2416,Philippines Vs Indonesia,Indonesia,3,Dharma Kesuma, b Lukies,18,11,2,1,163.63,out
T20I # 2416,Philippines Vs Indonesia,Indonesia,4,Gede Arta,c Alegra b Myott,33,41,3,1,80.48,out
T20I # 2416,Philippines Vs Indonesia,Indonesia,5,Kadek Gamantika(c),run out (Huzaifa Mohammed Russ),21,28,1,0,75.00,out
T20I # 2416,Philippines Vs Indonesia,Indonesia,6,Danilson Hawoe,run out (Huzaifa Mohammed Russ),17,11,1,1,154.54,out
T20I # 2416,Philippines Vs Indonesia,Indonesia,7,Ferdinando Banunaek,not out ,7,8,1,0,87.50,not_out
T20I # 2416,Philippines Vs Indonesia,Indonesia,8,Ketut Artawan, b Huzaifa Mohammed,7,5,0,1,140.00,out
T20I # 2416,Philippines Vs Indonesia,Indonesia,9,Ahmad Ramdoni ,c  Russ b Lukies,0,2,0,0,0.00,out
T20I # 2416,Philippines Vs Indonesia,Indonesia,10,Gede Prastama,not out ,1,2,0,0,50.00,not_out
T20I # 2219,Rwanda Vs Uganda,Rwanda,1,Oscar Manishimwe ,lbw b Ramjani,16,17,3,0,94.11,out
T20I # 2219,Rwanda Vs Uganda,Rwanda,2,Eric Dusingizimana,c Ramjani b Wabwire,9,7,2,0,128.57,out
T20I # 2219,Rwanda Vs Uganda,Rwanda,3,Wilson Niyitanga,c Mukasa b Ssenyondo,6,9,1,0,66.66,out
T20I # 2219,Rwanda Vs Uganda,Rwanda,4,Orchide Tuyisenge, b Ramjani,0,1,0,0,0.00,out
T20I # 2219,Rwanda Vs Uganda,Rwanda,5,Clinton Rubagumya(c),c Ramjani b Masaba,28,39,1,1,71.79,out
T20I # 2219,Rwanda Vs Uganda,Rwanda,6,Eric Niyomugabo,run out (MukasaSsenyondo),22,16,0,2,137.50,out
T20I # 2219,Rwanda Vs Uganda,Rwanda,7,Kevin Irakoze, b Waiswa,5,9,0,0,55.55,out
T20I # 2219,Rwanda Vs Uganda,Rwanda,8,Emmanuel Sebareme,not out ,11,14,0,0,78.57,not_out
T20I # 2219,Rwanda Vs Uganda,Rwanda,9,Emile Rukiriza,not out ,14,8,0,1,175.00,not_out
T20I # 2219,Rwanda Vs Uganda,Uganda,1,Roger Mukasa, b Mugisha,18,15,4,0,120.00,out
T20I # 2219,Rwanda Vs Uganda,Uganda,2,Simon Ssesazi ,c  Manishimwe b Mugisha,1,4,0,0,25.00,out
T20I # 2219,Rwanda Vs Uganda,Uganda,3,Ronald Lutaaya, b Sebareme,38,35,4,1,108.57,out
T20I # 2219,Rwanda Vs Uganda,Uganda,4,Ronak Patel,lbw b Sebareme,3,8,0,0,37.50,out
T20I # 2219,Rwanda Vs Uganda,Uganda,5,Alpesh Ramjani,not out ,39,22,3,2,177.27,not_out
T20I # 2219,Rwanda Vs Uganda,Uganda,6,Kenneth Waiswa,not out ,18,17,3,0,105.88,not_out
T20I # 2402,West Indies Vs England,West Indies,1,Brandon King,not out ,82,52,8,5,157.69,not_out
T20I # 2402,West Indies Vs England,West Indies,2,Kyle Mayers,c Curran b Woakes,17,16,2,1,106.25,out
T20I # 2402,West Indies Vs England,West Indies,3,Nicholas Pooran ,c Woakes b Rashid,5,5,1,0,100.00,out
T20I # 2402,West Indies Vs England,West Indies,4,Shai Hope, b Rehan Ahmed,1,3,0,0,33.33,out
T20I # 2402,West Indies Vs England,West Indies,5,Shimron Hetmyer,c Ali b Rashid,2,5,0,0,40.00,out
T20I # 2402,West Indies Vs England,West Indies,6,Rovman Powell(c),c Brook b Curran,50,28,3,5,178.57,out
T20I # 2402,West Indies Vs England,West Indies,7,Andre Russell, b Mills,14,10,0,2,140.00,out
T20I # 2402,West Indies Vs England,West Indies,8,Jason Holder,c Livingstone b Mills,0,1,0,0,0.00,out
