match_id,match_name,teamInnings,battingPos,batsmanName,dismissal,runs,balls,4s,6s,SR,out/not_out
T20I # 2274,Canada Vs Cayman Islands,Cayman Islands,2,Patrick Heron,c Thaker b Dutta,26,29,2,1,89.65,out
T20I # 2274,Canada Vs Cayman Islands,Cayman Islands,3,Paul Manning, b Thaker,0,10,0,0,0.00,out
T20I # 2274,Canada Vs Cayman Islands,Cayman Islands,4,Akshay Naidoo, b Thaker,0,2,0,0,0.00,out
T20I # 2274,Canada Vs Cayman Islands,Cayman Islands,5,Brian Corbin,c Thaker b Saad Bin Zafar,34,16,4,3,212.50,out
T20I # 2274,Canada Vs Cayman Islands,Cayman Islands,6,Alistair Ifill,lbw b Dutta,4,10,0,0,40.00,out
T20I # 2274,Canada Vs Cayman Islands,Cayman Islands,7,Romeo Dunka,c Kirton b Dutta,4,6,0,0,66.66,out
T20I # 2274,Canada Vs Cayman Islands,Cayman Islands,8,Paul Chin ,c Dutta b Thaker,5,13,0,0,38.46,out
T20I # 2274,Canada Vs Cayman Islands,Cayman Islands,9,Conroy Wright, b Dutta,0,1,0,0,0.00,out
T20I # 2274,Canada Vs Cayman Islands,Cayman Islands,10,Kevon Bazil, b Kaleem Sana,1,3,0,0,33.33,out
T20I # 2274,Canada Vs Cayman Islands,Cayman Islands,11,Alessandro Morris,not out ,0,4,0,0,0.00,not_out
T20I # 2119,Austria Vs Germany,Austria,1,Mark SimpsonParker, b Ghulam Ahmadi,7,8,1,0,87.50,out
T20I # 2119,Austria Vs Germany,Austria,2,Iqbal Hossain, b Klein,0,1,0,0,0.00,out
T20I # 2119,Austria Vs Germany,Austria,3,Razmal Shigiwal(c),c Faisal Mubashir b Muslim Yar,40,34,3,3,117.64,out
T20I # 2119,Austria Vs Germany,Austria,4,Armaan Randhawa, b Muslim Yar,11,17,0,1,64.70,out
T20I # 2119,Austria Vs Germany,Austria,5,Mirza Ahsan,lbw b Bharathi,2,4,0,0,50.00,out
T20I # 2119,Austria Vs Germany,Austria,6,Shahil Momin,c Ganesan b Muslim Yar,18,21,1,0,85.71,out
T20I # 2119,Austria Vs Germany,Austria,7,Aqib Iqbal,lbw b Bharathi,2,3,0,0,66.66,out
T20I # 2119,Austria Vs Germany,Austria,8,Umair Tariq,lbw b Bharathi,7,7,0,0,100.00,out
T20I # 2119,Austria Vs Germany,Austria,9,Mehar Cheema ,c Muslim Yar b Sahir Naqash,3,13,0,0,23.07,out
T20I # 2119,Austria Vs Germany,Austria,10,Amit	Nathwani,not out ,6,10,0,0,60.00,not_out
T20I # 2119,Austria Vs Germany,Austria,11,Jaweed Sadran,c van Heerden b Sahir Naqash,0,1,0,0,0.00,out
T20I # 2119,Austria Vs Germany,Germany,1,Venkatraman Ganesan(c),c Razmal Shigiwal b Shahil Momin,24,18,3,0,133.33,out
T20I # 2119,Austria Vs Germany,Germany,2,Joshua van Heerden,c Razmal Shigiwal b Aqib Iqbal,2,4,0,0,50.00,out
T20I # 2119,Austria Vs Germany,Germany,3,Vijayshankar Chikkannaiah,c Shahil Momin b Jaweed Sadran,7,8,1,0,87.50,out
T20I # 2119,Austria Vs Germany,Germany,4,Faisal Mubashir,not out ,37,37,2,0,100.00,not_out
T20I # 2119,Austria Vs Germany,Germany,5,Sahir Naqash,c Razmal Shigiwal b Aqib Iqbal,15,18,0,0,83.33,out
T20I # 2119,Austria Vs Germany,Germany,6,Dylan Blignaut,not out ,23,19,2,1,121.05,not_out
T20I # 2373,Nigeria Vs Zimbabwe,Nigeria,1,Sulaimon Runsewe, b Ngarava,1,3,0,0,33.33,out
T20I # 2373,Nigeria Vs Zimbabwe,Nigeria,2,Ademola Onikoyi,c  Madande b Muzarabani,7,5,1,0,140.00,out
T20I # 2373,Nigeria Vs Zimbabwe,Nigeria,3,Ashmit Shreshta ,run out (NgaravaBurl),13,16,2,0,81.25,out
T20I # 2373,Nigeria Vs Zimbabwe,Nigeria,4,Akhere Isesele, b Mumba,10,11,1,0,90.90,out
T20I # 2373,Nigeria Vs Zimbabwe,Nigeria,5,Isaac Danladi,c Sikandar Raza b Burl,14,11,1,1,127.27,out
T20I # 2373,Nigeria Vs Zimbabwe,Nigeria,6,Ridwan Abdulkareem, b Sikandar Raza,24,32,0,2,75.00,out
T20I # 2373,Nigeria Vs Zimbabwe,Nigeria,7,Sylvester Okpe(c),c Madhevere b Sikandar Raza,4,16,0,0,25.00,out
T20I # 2373,Nigeria Vs Zimbabwe,Nigeria,8,Isaac Okpe,c  Madande b Ngarava,10,13,1,0,76.92,out
T20I # 2373,Nigeria Vs Zimbabwe,Nigeria,9,Prosper Useni,not out ,11,7,0,1,157.14,not_out
T20I # 2373,Nigeria Vs Zimbabwe,Nigeria,10,Chiemelie Udekwe,not out ,1,6,0,0,16.66,not_out
T20I # 2373,Nigeria Vs Zimbabwe,Zimbabwe,1,Sikandar Raza(c),c Onikoyi b Joshua Asia,65,37,4,7,175.67,out
T20I # 2373,Nigeria Vs Zimbabwe,Zimbabwe,2,Tadiwanashe Marumani,c Useni b Udekwe,0,4,0,0,0.00,out
T20I # 2373,Nigeria Vs Zimbabwe,Zimbabwe,3,Sean Williams,c Danladi b Joshua Asia,19,18,2,0,105.55,out
T20I # 2373,Nigeria Vs Zimbabwe,Zimbabwe,4,Nick Welch,c SA Okpe b Isesele,13,14,1,0,92.85,out
T20I # 2373,Nigeria Vs Zimbabwe,Zimbabwe,5,Ryan Burl,not out ,9,9,1,0,100.00,not_out
T20I # 2373,Nigeria Vs Zimbabwe,Zimbabwe,6,Wessly Madhevere,not out ,3,3,0,0,100.00,not_out
T20I # 2251,Oman Vs Kuwait,Oman,1,Kashyap Prajapati, b Shiraz Khan,14,14,1,0,100.00,out
T20I # 2251,Oman Vs Kuwait,Oman,2,Naseem Khushi ,lbw b Sayed Monib,25,15,0,3,166.66,out
T20I # 2251,Oman Vs Kuwait,Oman,3,Aqib Ilyas(c),c Shiraz Khan b Patel,44,34,4,1,129.41,out
T20I # 2251,Oman Vs Kuwait,Oman,4,Ayaan Khan,st  Usman Patel b Aslam,38,28,2,1,135.71,out
T20I # 2251,Oman Vs Kuwait,Oman,5,Rafiullah,c Patel b Sayed Monib,2,8,0,0,25.00,out
T20I # 2251,Oman Vs Kuwait,Oman,6,Mehran Khan,not out ,15,11,1,0,136.36,not_out
T20I # 2251,Oman Vs Kuwait,Oman,7,Mohammad Nadeem,c Sandaruwan b Sayed Monib,13,9,0,1,144.44,out
T20I # 2251,Oman Vs Kuwait,Oman,8,Shoaib Khan,not out ,5,2,1,0,250.00,not_out
T20I # 2251,Oman Vs Kuwait,Kuwait,1,Adnan Idrees,c  Naseem Khushi b Bilal Khan,0,4,0,0,0.00,out
T20I # 2251,Oman Vs Kuwait,Kuwait,2,Ravija Sandaruwan,run out (Mehran Khan),0,1,0,0,0.00,out
T20I # 2251,Oman Vs Kuwait,Kuwait,3,Clinto Anto,c Rafiullah b Fayyaz Butt,1,3,0,0,33.33,out
T20I # 2251,Oman Vs Kuwait,Kuwait,4,Meet Bhavsar, b Fayyaz Butt,0,2,0,0,0.00,out
T20I # 2251,Oman Vs Kuwait,Kuwait,5,Ali Zaheer,st  Naseem Khushi b Shakeel Ahmed,6,11,1,0,54.54,out
T20I # 2251,Oman Vs Kuwait,Kuwait,6,Usman Patel , b Shakeel Ahmed,23,24,3,0,95.83,out
T20I # 2251,Oman Vs Kuwait,Kuwait,7,Mohammed Aslam(c),c Bilal Khan b Rafiullah,44,34,1,3,129.41,out
T20I # 2251,Oman Vs Kuwait,Kuwait,8,Sayed Monib,c Mohammad Nadeem b Ayaan Khan,6,9,0,0,66.66,out
T20I # 2251,Oman Vs Kuwait,Kuwait,9,Shiraz Khan, b Bilal Khan,18,26,1,0,69.23,out
T20I # 2251,Oman Vs Kuwait,Kuwait,10,Yasin Patel,not out ,1,3,0,0,33.33,not_out
T20I # 2251,Oman Vs Kuwait,Kuwait,11,Shahrukh Quddus,not out ,2,3,0,0,66.66,not_out
T20I # 2065,Singapore Vs Indonesia,Singapore,1,Aman Desai ,c Hawoe b Arta,21,18,1,1,116.66,out
T20I # 2065,Singapore Vs Indonesia,Singapore,2,Abdul Rahman Bhadelia,c Arta b Koda,1,7,0,0,14.28,out
T20I # 2065,Singapore Vs Indonesia,Singapore,3,Rezza Gaznavi(c),c Koda b Gamantika,25,19,3,1,131.57,out
T20I # 2065,Singapore Vs Indonesia,Singapore,4,Anish Paraam,c Muhaddis Muhaddis b Banunaek,59,39,5,1,151.28,out
T20I # 2065,Singapore Vs Indonesia,Singapore,5,Navin Param,c  b Anjar Tadarus,12,16,1,0,75.00,out
T20I # 2065,Singapore Vs Indonesia,Singapore,6,Raoul Sharma,not out ,26,16,1,1,162.50,not_out
T20I # 2065,Singapore Vs Indonesia,Singapore,7,Amjad Mahboob,c Pastika b Banunaek,2,2,0,0,100.00,out
T20I # 2065,Singapore Vs Indonesia,Singapore,8,Avi Dixit,not out ,4,4,0,0,100.00,not_out
T20I # 2065,Singapore Vs Indonesia,Indonesia,1,Muhaddis Muhaddis,c Thiyanesh b Avi Dixit,34,22,5,1,154.54,out
T20I # 2065,Singapore Vs Indonesia,Indonesia,2,Anjar Tadarus,c Avi Dixit b Amjad Mahboob,13,9,0,2,144.44,out
T20I # 2065,Singapore Vs Indonesia,Indonesia,3,Kadek Darmawan,c Achar b Amjad Mahboob,0,1,0,0,0.00,out
T20I # 2065,Singapore Vs Indonesia,Indonesia,4,Ferdinando Banunaek,c  Aman Desai b Sharma,45,47,3,0,95.74,out
T20I # 2065,Singapore Vs Indonesia,Indonesia,5,Kadek Gamantika(c),c Sharma b Achar,4,7,0,0,57.14,out
T20I # 2065,Singapore Vs Indonesia,Indonesia,6,Ahmad Ramdoni ,c Abdul Rahman b Bhargava,12,10,1,0,120.00,out
T20I # 2065,Singapore Vs Indonesia,Indonesia,7,Danilson Hawoe,c Paraam b Bhargava,9,8,1,0,112.50,out
T20I # 2065,Singapore Vs Indonesia,Indonesia,8,Ketut Pastika,not out ,14,11,1,0,127.27,not_out
T20I # 2065,Singapore Vs Indonesia,Indonesia,9,Ketut Artawan, b Amjad Mahboob,8,5,1,0,160.00,out
T20I # 2229,England Vs New Zealand,England,1,Jonny Bairstow,not out ,86,60,8,4,143.33,not_out
T20I # 2229,England Vs New Zealand,England,2,Will Jacks,c Chapman b Southee,19,11,3,1,172.72,out
T20I # 2229,England Vs New Zealand,England,3,Dawid Malan, b Santner,0,4,0,0,0.00,out
T20I # 2229,England Vs New Zealand,England,4,Harry Brook,c Allen b Sodhi,67,36,5,5,186.11,out
T20I # 2229,England Vs New Zealand,England,5,Moeen Ali,c Milne b Sodhi,6,2,0,1,300.00,out
T20I # 2229,England Vs New Zealand,England,6,Jos Buttler(c) ,not out ,13,8,0,1,162.50,not_out
T20I # 2229,England Vs New Zealand,New Zealand,1,Finn Allen,c Jacks b Curran,3,6,0,0,50.00,out
T20I # 2229,England Vs New Zealand,New Zealand,2,Devon Conway,c Livingstone b Atkinson,2,5,0,0,40.00,out
T20I # 2229,England Vs New Zealand,New Zealand,3,Tim Seifert ,c  Buttler b Atkinson,39,31,4,0,125.80,out
T20I # 2229,England Vs New Zealand,New Zealand,4,Glenn Phillips,c Brook b Rashid,22,17,3,0,129.41,out
T20I # 2229,England Vs New Zealand,New Zealand,5,Mark Chapman,c Brook b Livingstone,15,8,1,1,187.50,out
T20I # 2229,England Vs New Zealand,New Zealand,6,Daryl Mitchell,c  Buttler b Carse,0,1,0,0,0.00,out
T20I # 2229,England Vs New Zealand,New Zealand,7,Mitchell Santner, b Jacks,8,9,1,0,88.88,out
T20I # 2229,England Vs New Zealand,New Zealand,8,Adam Milne,c Ali b Rashid,2,3,0,0,66.66,out
T20I # 2229,England Vs New Zealand,New Zealand,9,Ish Sodhi,not out ,0,0,0,0,-,not_out
T20I # 2229,England Vs New Zealand,New Zealand,10,Tim Southee(c),lbw b Atkinson,8,3,0,1,266.66,out
T20I # 2229,England Vs New Zealand,New Zealand,11,Lockie Ferguson, b Atkinson,0,1,0,0,0.00,out
T20I # 2265,Estonia Vs Gibraltar,Estonia,1,Arslan Amjad(c),lbw b Pai,6,6,1,0,100.00,out
T20I # 2265,Estonia Vs Gibraltar,Estonia,2,Aditya Panwar, b RJ Hatchman,62,45,3,4,137.77,out
T20I # 2265,Estonia Vs Gibraltar,Estonia,3,Ali Masood,run out (BrucePai),8,10,1,0,80.00,out
T20I # 2265,Estonia Vs Gibraltar,Estonia,4,Ben Jones,run out (Whelan Stagno),40,41,3,0,97.56,out
T20I # 2265,Estonia Vs Gibraltar,Estonia,5,Bilal Masud,c Bruce b Bodha,7,11,0,0,63.63,out
T20I # 2265,Estonia Vs Gibraltar,Estonia,6,Sahil Chauhan,not out ,16,6,0,2,266.66,not_out
T20I # 2265,Estonia Vs Gibraltar,Estonia,7,Dave Robson,run out ( StagnoBruce),0,1,0,0,0.00,out
T20I # 2265,Estonia Vs Gibraltar,Estonia,8,Stuart Hook ,not out ,0,0,0,0,-,not_out
T20I # 2265,Estonia Vs Gibraltar,Gibraltar,1,Avinash Pai(c),c Arslan Amjad b Gheewala,17,12,3,0,141.66,out
T20I # 2265,Estonia Vs Gibraltar,Gibraltar,2,Louis Bruce,c  Hook b Ali Masood,52,48,7,0,108.33,out
T20I # 2265,Estonia Vs Gibraltar,Gibraltar,3,Julian Freyone,c  Hook b Paul,19,18,2,0,105.55,out
T20I # 2265,Estonia Vs Gibraltar,Gibraltar,4,Kayron J Stagno , b Paul,6,5,1,0,120.00,out
T20I # 2265,Estonia Vs Gibraltar,Gibraltar,5,Iain Latin, b Paul,6,7,0,0,85.71,out
T20I # 2265,Estonia Vs Gibraltar,Gibraltar,6,Patrick Hatchman, b Robson,11,13,1,0,84.61,out
T20I # 2265,Estonia Vs Gibraltar,Gibraltar,7,James Fitzgerald,not out ,28,10,3,2,280.00,not_out
T20I # 2265,Estonia Vs Gibraltar,Gibraltar,8,Matthew Whelan, b Robson,1,4,0,0,25.00,out
T20I # 2265,Estonia Vs Gibraltar,Gibraltar,9,Richard Hatchman, b Ali Masood,2,4,0,0,50.00,out
T20I # 2265,Estonia Vs Gibraltar,Gibraltar,10,Kabir Mirpuri,not out ,0,0,0,0,-,not_out
T20I # 2213,Rwanda Vs Tanzania,Rwanda,1,Didier Ndikubwimana,c Selemani b Kimote,52,47,2,3,110.63,out
T20I # 2213,Rwanda Vs Tanzania,Rwanda,2,Eric Dusingizimana,c Patwa b Jumbe,8,8,1,0,100.00,out
T20I # 2213,Rwanda Vs Tanzania,Rwanda,3,Kevin Irakoze,c Nassoro b Nkanya,30,16,1,3,187.50,out
T20I # 2213,Rwanda Vs Tanzania,Rwanda,4,Orchide Tuyisenge, b Shaik Basha,13,13,0,1,100.00,out
T20I # 2213,Rwanda Vs Tanzania,Rwanda,5,Martin Akayezu, b Thakor,22,14,1,2,157.14,out
T20I # 2213,Rwanda Vs Tanzania,Rwanda,6,Eric Niyomugabo, b Kimote,0,3,0,0,0.00,out
T20I # 2213,Rwanda Vs Tanzania,Rwanda,7,Clinton Rubagumya(c),not out ,15,16,1,0,93.75,not_out
T20I # 2213,Rwanda Vs Tanzania,Rwanda,8,Emmanuel Sebareme,not out ,3,3,0,0,100.00,not_out
T20I # 2213,Rwanda Vs Tanzania,Tanzania,1,Abhik Patwa(c),c Kubwimana b Rukiriza,58,34,6,3,170.58,out
T20I # 2213,Rwanda Vs Tanzania,Tanzania,2,Ivan Selemani,c Niyomugabo b Rukiriza,56,34,5,4,164.70,out
T20I # 2213,Rwanda Vs Tanzania,Tanzania,3,Amal Rajeevan ,not out ,26,17,3,1,152.94,not_out
T20I # 2213,Rwanda Vs Tanzania,Tanzania,4,Kassim Nassoro,c Ndikubwimana b Kubwimana,2,7,0,0,28.57,out
T20I # 2213,Rwanda Vs Tanzania,Tanzania,5,SanjayKumar Thakor,not out ,6,4,1,0,150.00,not_out
T20I # 2220,Uganda Vs Tanzania,Uganda,1,Roger Mukasa(c),c  Kitunda b Yunusu Issa,16,14,3,0,114.28,out
T20I # 2220,Uganda Vs Tanzania,Uganda,2,Simon Ssesazi,c  b Nyambo,22,17,2,1,129.41,out
T20I # 2220,Uganda Vs Tanzania,Uganda,3,Ronald Lutaaya,c Jumbe b Yunusu Issa,0,1,0,0,0.00,out
T20I # 2220,Uganda Vs Tanzania,Uganda,4,Ronak Patel,c Nkanya b Kimote,37,23,6,1,160.86,out
T20I # 2220,Uganda Vs Tanzania,Uganda,5,Alpesh Ramjani,c Shaik Basha b Jumbe,36,33,2,2,109.09,out
T20I # 2220,Uganda Vs Tanzania,Uganda,6,Kenneth Waiswa,lbw b Nkanya,18,11,3,0,163.63,out
T20I # 2220,Uganda Vs Tanzania,Uganda,7,Brian Masaba,not out ,27,14,4,0,192.85,not_out
T20I # 2220,Uganda Vs Tanzania,Uganda,8,Cyrus Kakuru ,not out ,16,7,1,1,228.57,not_out
T20I # 2220,Uganda Vs Tanzania,Tanzania,1,Abhik Patwa(c),c Masaba b Ssenyondo,21,23,1,2,91.30,out
T20I # 2220,Uganda Vs Tanzania,Tanzania,2,Ivan Selemani, b Sebanja,16,13,2,1,123.07,out
T20I # 2220,Uganda Vs Tanzania,Tanzania,3,Kassim Nassoro, b Ramjani,6,9,0,0,66.66,out
T20I # 2220,Uganda Vs Tanzania,Tanzania,4,Amal Rajeevan,st  Kakuru b Ssenyondo,20,20,2,0,100.00,out
T20I # 2220,Uganda Vs Tanzania,Tanzania,5,Shaik Basha, b Ramjani,43,23,1,4,186.95,out
T20I # 2220,Uganda Vs Tanzania,Tanzania,6,Omary Kitunda ,run out (sub P Murungi Kakuru),4,8,0,0,50.00,out
T20I # 2220,Uganda Vs Tanzania,Tanzania,7,Ally Kimote,c Waiswa b Sebanja,2,3,0,0,66.66,out
T20I # 2220,Uganda Vs Tanzania,Tanzania,8,Salum Jumbe,c Mukasa b Bilal Hassun,0,2,0,0,0.00,out
T20I # 2220,Uganda Vs Tanzania,Tanzania,9,Mohamed Issa,c Ramjani b Sebanja,2,4,0,0,50.00,out
T20I # 2220,Uganda Vs Tanzania,Tanzania,10,Johnson Nyambo,not out ,2,3,0,0,66.66,not_out
T20I # 2220,Uganda Vs Tanzania,Tanzania,11,Yalinde Nkanya, b Bilal Hassun,0,2,0,0,0.00,out
T20I # 2385,Gambia Vs Rwanda,Gambia,1,Muhammed Manga, b Bimenyimana,6,9,0,0,66.66,out
T20I # 2385,Gambia Vs Rwanda,Gambia,2,Modou Bojang,c  Ndikubwimana b Rubagumya,4,16,0,0,25.00,out
T20I # 2385,Gambia Vs Rwanda,Gambia,3,Mustapha Suwareh, b Bimenyimana,0,1,0,0,0.00,out
T20I # 2385,Gambia Vs Rwanda,Gambia,4,Frank Campbell, b Irakoze,23,30,1,0,76.66,out
T20I # 2385,Gambia Vs Rwanda,Gambia,5,Andre Jarju, b Irakoze,0,2,0,0,0.00,out
T20I # 2385,Gambia Vs Rwanda,Gambia,6,Ismaila Tamba(c), b Rubagumya,5,8,0,0,62.50,out
T20I # 2385,Gambia Vs Rwanda,Gambia,7,Abubacarr Kuyateh,c  Ndikubwimana b Rubagumya,1,5,0,0,20.00,out
T20I # 2385,Gambia Vs Rwanda,Gambia,8,David Demba,lbw b Sebareme,0,3,0,0,0.00,out
T20I # 2385,Gambia Vs Rwanda,Gambia,9,Aniru Conteh,c Sebareme b Irakoze,1,5,0,0,20.00,out
T20I # 2385,Gambia Vs Rwanda,Gambia,10,Ousman Bah ,not out ,6,13,0,0,46.15,not_out
T20I # 2385,Gambia Vs Rwanda,Gambia,11,Musa Jobarteh,st  Ndikubwimana b Sebareme,2,5,0,0,40.00,out
T20I # 2385,Gambia Vs Rwanda,Rwanda,1,Orchide Tuyisenge,c Andre Jarju b Abubacarr Kuyateh,1,3,0,0,33.33,out
T20I # 2385,Gambia Vs Rwanda,Rwanda,2,Hamza Khan,c Bojang b Abubacarr Kuyateh,2,7,0,0,28.57,out
T20I # 2385,Gambia Vs Rwanda,Rwanda,3,Didier Ndikubwimana ,run out (David Demba Ousman Bah),5,12,0,0,41.66,out
T20I # 2385,Gambia Vs Rwanda,Rwanda,4,Oscar Manishimwe, b Jobarteh,2,4,0,0,50.00,out
T20I # 2385,Gambia Vs Rwanda,Rwanda,5,Eric Niyomugabo, b Abubacarr Kuyateh,0,2,0,0,0.00,out
T20I # 2385,Gambia Vs Rwanda,Rwanda,6,Clinton Rubagumya(c),not out ,21,28,3,0,75.00,not_out
T20I # 2385,Gambia Vs Rwanda,Rwanda,7,Martin Akayezu, b Jobarteh,4,3,1,0,133.33,out
T20I # 2385,Gambia Vs Rwanda,Rwanda,8,Kevin Irakoze,not out ,14,12,1,0,116.66,not_out
T20I # 2363,Kenya Vs Tanzania,Kenya,1,Rushab Patel, b Thakor,24,18,2,1,133.33,out
T20I # 2363,Kenya Vs Tanzania,Kenya,2,Collins Obuya,c Kimote b Chohan,81,54,4,6,150.00,out
T20I # 2363,Kenya Vs Tanzania,Kenya,3,Irfan Karim , b Thakor,27,26,2,0,103.84,out
T20I # 2363,Kenya Vs Tanzania,Kenya,4,Pushkar Sharma,not out ,32,17,3,1,188.23,not_out
T20I # 2363,Kenya Vs Tanzania,Kenya,5,Shem Ngoche,not out ,10,5,1,0,200.00,not_out
T20I # 2363,Kenya Vs Tanzania,Tanzania,1,Abhik Patwa(c),c  Karim b Mwendwa,11,17,2,0,64.70,out
T20I # 2363,Kenya Vs Tanzania,Tanzania,2,Ivan Selemani,c Singh b Oluoch,45,44,3,1,102.27,out
T20I # 2363,Kenya Vs Tanzania,Tanzania,3,Akhil Anil,c  Karim b Mwendwa,17,18,0,1,94.44,out
T20I # 2363,Kenya Vs Tanzania,Tanzania,4,Amal Rajeevan ,st  Karim b Vraj Patel,15,13,1,0,115.38,out
T20I # 2363,Kenya Vs Tanzania,Tanzania,5,Omary Kitunda,c  Karim b Mwendwa,0,1,0,0,0.00,out
T20I # 2363,Kenya Vs Tanzania,Tanzania,6,Salum Jumbe,lbw b Mwendwa,10,8,1,0,125.00,out
T20I # 2363,Kenya Vs Tanzania,Tanzania,7,Kassim Nassoro,run out (BhudiaNgoche),5,4,0,0,125.00,out
T20I # 2363,Kenya Vs Tanzania,Tanzania,8,Ally Kimote,run out (Patel Karim),13,6,1,1,216.66,out
T20I # 2363,Kenya Vs Tanzania,Tanzania,9,Harsheed Chohan,lbw b Vraj Patel,2,4,0,0,50.00,out
T20I # 2363,Kenya Vs Tanzania,Tanzania,10,Yalinde Nkanya,not out ,4,5,0,0,80.00,not_out
T20I # 2363,Kenya Vs Tanzania,Tanzania,11,SanjayKumar Thakor, b Odhiambo,1,2,0,0,50.00,out
T20I # 2168,Papua New Guinea Vs Vanuatu,Papua New Guinea,1,Tony Ura,c Matautaava b Nipiko,25,19,1,2,131.57,out
T20I # 2168,Papua New Guinea Vs Vanuatu,Papua New Guinea,2,Kiplin Doriga ,lbw b Nipiko,8,10,0,1,80.00,out
T20I # 2168,Papua New Guinea Vs Vanuatu,Papua New Guinea,3,Assad Vala(c),c Tari b Matautaava,43,38,1,2,113.15,out
T20I # 2168,Papua New Guinea Vs Vanuatu,Papua New Guinea,4,Lega Siaka,c  Allan b Wotu,11,15,0,0,73.33,out
T20I # 2168,Papua New Guinea Vs Vanuatu,Papua New Guinea,5,Sese Bau,c Nalisa b Obed,1,2,0,0,50.00,out
T20I # 2168,Papua New Guinea Vs Vanuatu,Papua New Guinea,6,Hiri Hiri,c Obed b Matautaava,16,15,1,0,106.66,out
T20I # 2168,Papua New Guinea Vs Vanuatu,Papua New Guinea,7,Norman Vanua, b Nalisa,23,14,3,0,164.28,out
T20I # 2168,Papua New Guinea Vs Vanuatu,Papua New Guinea,8,Charles Amini,not out ,9,7,0,1,128.57,not_out
T20I # 2168,Papua New Guinea Vs Vanuatu,Papua New Guinea,9,John Kariko,not out ,1,1,0,0,100.00,not_out
T20I # 2168,Papua New Guinea Vs Vanuatu,Vanuatu,1,Nalin Nipiko,c Vanua b Kariko,10,11,1,0,90.90,out
T20I # 2168,Papua New Guinea Vs Vanuatu,Vanuatu,2,Clement Tommy,c Ura b Amini,17,33,2,0,51.51,out
T20I # 2168,Papua New Guinea Vs Vanuatu,Vanuatu,3,Andrew Mansale,c Vala b Vanua,7,12,0,0,58.33,out
T20I # 2168,Papua New Guinea Vs Vanuatu,Vanuatu,4,Jarryd Allan ,c  Doriga b Vanua,1,2,0,0,50.00,out
T20I # 2168,Papua New Guinea Vs Vanuatu,Vanuatu,5,Joshua Rasu, b Amini,11,10,0,1,110.00,out
T20I # 2168,Papua New Guinea Vs Vanuatu,Vanuatu,6,Ronald Tari,c  Doriga b Kamea,15,15,1,0,100.00,out
T20I # 2168,Papua New Guinea Vs Vanuatu,Vanuatu,7,Patrick Matautaava(c),retired hurt ,2,3,0,0,66.66,out
T20I # 2168,Papua New Guinea Vs Vanuatu,Vanuatu,8,Jamal Vira,c Vala b Kariko,9,13,0,0,69.23,out
T20I # 2168,Papua New Guinea Vs Vanuatu,Vanuatu,9,Simpson Obed,not out ,21,11,1,2,190.90,not_out
T20I # 2168,Papua New Guinea Vs Vanuatu,Vanuatu,10,Williamsing Nalisa,c Vala b Vanua,1,2,0,0,50.00,out
T20I # 2168,Papua New Guinea Vs Vanuatu,Vanuatu,11,Darren Wotu, b Kamea,6,4,1,0,150.00,out
T20I # 2315,Gibraltar Vs Luxembourg,Gibraltar,1,Avinash Pai(c),c Virdee b Dixit,9,13,0,0,69.23,out
T20I # 2315,Gibraltar Vs Luxembourg,Gibraltar,2,Louis Bruce,c  Mees b Nanda,2,9,0,0,22.22,out
T20I # 2315,Gibraltar Vs Luxembourg,Gibraltar,3,Kayron J Stagno ,c Anoop Orsu b Gill,101,49,8,7,206.12,out
T20I # 2315,Gibraltar Vs Luxembourg,Gibraltar,4,Patrick Hatchman,c Nanda b Virdee,4,10,0,0,40.00,out
T20I # 2315,Gibraltar Vs Luxembourg,Gibraltar,5,Kenroy Nestor, b Martin,18,11,1,1,163.63,out
T20I # 2315,Gibraltar Vs Luxembourg,Gibraltar,6,Samarth Bodha,c Martin b Dixit,11,12,1,0,91.66,out
T20I # 2315,Gibraltar Vs Luxembourg,Gibraltar,7,James Fitzgerald,c Nanda b Vijh,8,5,0,1,160.00,out
T20I # 2315,Gibraltar Vs Luxembourg,Gibraltar,8,Kabir Mirpuri,not out ,3,3,0,0,100.00,not_out
T20I # 2315,Gibraltar Vs Luxembourg,Gibraltar,9,Jack Horrocks,run out ( Mees),0,3,0,0,0.00,out
T20I # 2315,Gibraltar Vs Luxembourg,Gibraltar,10,Andrew Reyes,not out ,5,5,0,0,100.00,not_out
T20I # 2315,Gibraltar Vs Luxembourg,Luxembourg,1,Timothy Barker,c Hatchman b Bodha,10,12,0,1,83.33,out
T20I # 2315,Gibraltar Vs Luxembourg,Luxembourg,2,Shiv Gill,run out (BruceHorrocks),64,45,2,3,142.22,out
T20I # 2315,Gibraltar Vs Luxembourg,Luxembourg,3,Vikram Vijh,run out (Horrocks Stagno),3,12,0,0,25.00,out
T20I # 2315,Gibraltar Vs Luxembourg,Luxembourg,4,Anoop Orsu,c Hatchman b Bodha,4,8,0,0,50.00,out
T20I # 2315,Gibraltar Vs Luxembourg,Luxembourg,5,James Barker,c Nestor b Bodha,8,6,1,0,133.33,out
T20I # 2315,Gibraltar Vs Luxembourg,Luxembourg,6,Thomas Martin,c Bodha b Reyes,34,19,1,2,178.94,out
T20I # 2315,Gibraltar Vs Luxembourg,Luxembourg,7,Joost Mees(c) ,not out ,15,13,1,0,115.38,not_out
T20I # 2315,Gibraltar Vs Luxembourg,Luxembourg,8,Mohit Dixit,c  Stagno b Bruce,0,1,0,0,0.00,out
