match_id,match_name,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls
T20I # 2070,Denmark Vs Sweden,Sweden,Prashant Shukla,2,0,18,0,9.00,8,2,1,2,0
T20I # 2070,Denmark Vs Sweden,Sweden,Saeed Ahmed,4,0,25,1,6.25,9,1,1,0,0
T20I # 2070,Denmark Vs Sweden,Sweden,Zaker Taqawi,4,0,21,3,5.25,9,2,0,0,0
T20I # 2070,Denmark Vs Sweden,Denmark,Surya Anand,2,0,14,0,7.00,8,0,2,0,0
T20I # 2070,Denmark Vs Sweden,Denmark,Oliver Hald,1,0,16,0,16.00,1,3,0,1,0
T20I # 2070,Denmark Vs Sweden,Denmark,Nicolaj Laegsgaard,3,0,17,0,5.66,8,0,1,0,0
T20I # 2070,Denmark Vs Sweden,Denmark,Saud Munir,2.4,0,12,0,4.50,6,0,0,1,0
T20I # 2070,Denmark Vs Sweden,Denmark,Saif Ahmad,1,0,7,0,7.00,2,0,0,0,0
T20I # 2070,Denmark Vs Sweden,Denmark,Magnus Kristensen,1,0,12,0,12.00,1,2,0,0,0
T20I # 2070,Denmark Vs Sweden,Denmark,Hamid Shah,3,0,22,0,7.33,6,3,0,0,0
T20I # 2070,Denmark Vs Sweden,Denmark,Musa Shaheen,1,0,10,0,10.00,1,0,1,0,0
T20I # 2067,Norway Vs Denmark,Denmark,Oliver Hald,2,0,23,0,11.50,5,4,0,2,0
T20I # 2067,Norway Vs Denmark,Denmark,Surya Anand,3,0,14,1,4.66,12,1,1,0,0
T20I # 2067,Norway Vs Denmark,Denmark,Nicolaj Laegsgaard,3,1,4,1,1.33,15,0,0,0,0
T20I # 2067,Norway Vs Denmark,Denmark,Lucky Ali,3,0,8,1,2.66,12,0,0,0,0
T20I # 2067,Norway Vs Denmark,Denmark,Saif Ahmad,3,0,20,0,6.66,7,2,0,1,0
T20I # 2067,Norway Vs Denmark,Denmark,Saud Munir,4,0,21,5,5.25,11,1,0,0,0
T20I # 2067,Norway Vs Denmark,Denmark,Abdullah Mahmood,2,0,7,1,3.50,6,0,0,0,0
T20I # 2067,Norway Vs Denmark,Norway,Vinay Ravi,2,0,18,0,9.00,6,2,1,0,0
T20I # 2067,Norway Vs Denmark,Norway,Raza Iqbal,2,0,19,0,9.50,5,0,2,0,0
T20I # 2067,Norway Vs Denmark,Norway,Qamar Mushtaque,1.5,0,27,0,14.72,3,4,1,1,0
T20I # 2067,Norway Vs Denmark,Norway,Kuruge Abeyrathna,2,0,12,1,6.00,8,0,1,0,0
T20I # 2067,Norway Vs Denmark,Norway,Muhammad Butt,2,0,23,0,11.50,1,3,0,0,0
T20I # 2202,Malta Vs Romania,Romania,Manmeet Koli,3,0,22,0,7.33,6,3,0,1,0
T20I # 2202,Malta Vs Romania,Romania,Ravindra Athapaththu,4,0,32,2,8.00,9,2,0,3,0
T20I # 2202,Malta Vs Romania,Romania,Vasu Saini,3,0,18,1,6.00,8,1,1,0,0
T20I # 2202,Malta Vs Romania,Romania,Shantanu Vashisht,4,0,26,4,6.50,13,2,1,1,0
T20I # 2202,Malta Vs Romania,Romania,Ijaz Hussain,2,0,17,2,8.50,5,0,2,0,0
T20I # 2202,Malta Vs Romania,Malta,Waqas Ahmad,4,0,26,2,6.50,13,2,1,1,0
T20I # 2202,Malta Vs Romania,Malta,Waseem Abbas,4,0,40,1,10.00,8,5,1,2,0
T20I # 2202,Malta Vs Romania,Malta,Fanyan Mughal,2,0,15,1,7.50,6,1,1,1,0
T20I # 2202,Malta Vs Romania,Malta,Imran Ameer,4,0,24,1,6.00,10,2,0,0,0
T20I # 2202,Malta Vs Romania,Malta,Eldhose Mathew,2,0,7,0,3.50,8,1,0,0,0
T20I # 2202,Malta Vs Romania,Malta,Samuel Stanislaus,1.1,0,4,1,3.42,4,0,0,0,0
T20I # 2080,Botswana Vs Malawi,Malawi,Daniel Jakiel,4,0,29,0,7.25,-,-,-,2,0
T20I # 2080,Botswana Vs Malawi,Malawi,Sami Sohail,4,0,22,2,5.50,-,-,-,1,0
T20I # 2080,Botswana Vs Malawi,Malawi,Gift Kansonkho,4,0,34,0,8.50,-,-,-,1,1
T20I # 2080,Botswana Vs Malawi,Malawi,Moazzam Baig,4,0,36,0,9.00,-,-,-,0,0
T20I # 2080,Botswana Vs Malawi,Malawi,Aaftab Limdawala,3,0,34,0,11.33,-,-,-,1,0
T20I # 2080,Botswana Vs Malawi,Malawi,Suhail Vayani,1,0,13,1,13.00,-,-,-,0,0
T20I # 2080,Botswana Vs Malawi,Botswana,Karabo Modise,4,0,12,2,3.00,-,-,-,1,0
T20I # 2080,Botswana Vs Malawi,Botswana,Losika Makgale,3,0,15,0,5.00,-,-,-,0,0
T20I # 2080,Botswana Vs Malawi,Botswana,Mmoloki Mooketsi,4,0,14,1,3.50,-,-,-,0,0
T20I # 2080,Botswana Vs Malawi,Botswana,Karabo Motlhanka,4,1,14,1,3.50,-,-,-,0,0
T20I # 2080,Botswana Vs Malawi,Botswana,Dhruvkumar Maisuria,4,1,13,3,3.25,-,-,-,2,0
T20I # 2080,Botswana Vs Malawi,Botswana,Vinoo Balakrishnan,0.2,0,0,1,0.00,-,-,-,0,0
T20I # 2346,Bahrain Vs Oman,Oman,Bilal Khan,4,0,27,1,6.75,11,4,0,1,0
T20I # 2346,Bahrain Vs Oman,Oman,Fayyaz Butt,3,0,23,1,7.66,10,4,0,0,0
T20I # 2346,Bahrain Vs Oman,Oman,Shakeel Ahmed,4,0,24,2,6.00,11,3,0,1,0
T20I # 2346,Bahrain Vs Oman,Oman,Zeeshan Maqsood,4,0,17,1,4.25,14,2,0,0,0
T20I # 2346,Bahrain Vs Oman,Oman,Aqib Ilyas,4,1,10,4,2.50,17,0,0,0,0
T20I # 2346,Bahrain Vs Oman,Oman,Ayaan Khan,1,0,5,0,5.00,4,1,0,0,0
T20I # 2346,Bahrain Vs Oman,Bahrain,Ali Dawood,2,0,16,0,8.00,5,3,0,0,0
T20I # 2346,Bahrain Vs Oman,Bahrain,Rizwan Butt,2,0,13,0,6.50,6,2,0,0,0
T20I # 2346,Bahrain Vs Oman,Bahrain,Abdul Majid,4,0,29,0,7.25,11,1,2,1,0
T20I # 2346,Bahrain Vs Oman,Bahrain,Sathaiya Veerapathiran,2,0,16,0,8.00,4,1,0,0,0
T20I # 2346,Bahrain Vs Oman,Bahrain,Sarfaraz Ali,2,0,10,0,5.00,5,1,0,0,0
T20I # 2346,Bahrain Vs Oman,Bahrain,Junaid Aziz,1.2,0,12,0,9.00,2,2,0,0,0
T20I # 2346,Bahrain Vs Oman,Bahrain,Haider Butt,1,0,13,0,13.00,0,2,0,1,0
T20I # 2283,Bangladesh Vs Malaysia,Malaysia,Pavandeep Singh,4,1,12,2,3.00,18,0,1,1,0
T20I # 2283,Bangladesh Vs Malaysia,Malaysia,Vijay Unni,4,0,46,1,11.50,9,4,3,3,0
T20I # 2283,Bangladesh Vs Malaysia,Malaysia,Virandeep Singh,4,0,13,0,3.25,11,0,0,0,0
T20I # 2283,Bangladesh Vs Malaysia,Malaysia,Anwar Rahman,4,0,23,1,5.75,13,3,0,1,0
T20I # 2283,Bangladesh Vs Malaysia,Malaysia,Muhammad Amir,4,0,22,0,5.50,12,1,1,1,0
T20I # 2283,Bangladesh Vs Malaysia,Bangladesh,Ripon Mondol,3,1,14,3,4.66,14,0,2,0,0
T20I # 2283,Bangladesh Vs Malaysia,Bangladesh,Saif Hassan,4,0,17,0,4.25,18,2,0,2,0
T20I # 2283,Bangladesh Vs Malaysia,Bangladesh,Afif Hossain,4,0,11,3,2.75,17,1,0,1,0
T20I # 2283,Bangladesh Vs Malaysia,Bangladesh,Rakibul Hasan,4,0,26,1,6.50,10,2,1,1,0
T20I # 2283,Bangladesh Vs Malaysia,Bangladesh,Rishad Hossain,3,0,22,1,7.33,9,1,2,0,0
T20I # 2283,Bangladesh Vs Malaysia,Bangladesh,Sumon Khan,2,0,20,0,10.00,3,0,2,0,0
T20I # 2282,Afghanistan Vs Sri Lanka,Sri Lanka,Lahiru Samarakoon,3,0,10,1,3.33,12,0,0,1,2
T20I # 2282,Afghanistan Vs Sri Lanka,Sri Lanka,Nuwan Thushara,3,0,17,4,5.66,9,2,0,2,0
T20I # 2282,Afghanistan Vs Sri Lanka,Sri Lanka,Nimesh Vimukthi,4,1,13,0,3.25,16,0,1,0,0
T20I # 2282,Afghanistan Vs Sri Lanka,Sri Lanka,Vijayakanth Viyaskanth,4,0,28,1,7.00,10,3,1,0,0
T20I # 2282,Afghanistan Vs Sri Lanka,Sri Lanka,Sahan Arachchige,3.3,0,26,2,7.42,9,3,1,0,0
T20I # 2282,Afghanistan Vs Sri Lanka,Sri Lanka,Ravindu Fernando,1,0,17,0,17.00,2,1,2,0,0
T20I # 2282,Afghanistan Vs Sri Lanka,Afghanistan,Fareed Ahmad,4,0,18,0,4.50,14,2,0,1,1
T20I # 2282,Afghanistan Vs Sri Lanka,Afghanistan,Gulbadin Naib,4,0,28,3,7.00,13,4,1,0,0
T20I # 2282,Afghanistan Vs Sri Lanka,Afghanistan,Sharafuddin Ashraf,2,0,20,1,10.00,7,1,2,1,0
T20I # 2282,Afghanistan Vs Sri Lanka,Afghanistan,Zahir Khan,4,0,16,1,4.00,14,0,1,0,0
T20I # 2282,Afghanistan Vs Sri Lanka,Afghanistan,Qais Ahmad,4,0,16,3,4.00,12,1,0,0,0
T20I # 2282,Afghanistan Vs Sri Lanka,Afghanistan,Karim Janat,1.1,0,7,1,6.00,1,0,0,1,0
T20I # 2042,Portugal Vs Gibraltar,Gibraltar,Kabir Mirpuri,4,0,36,1,9.00,9,4,1,0,0
T20I # 2042,Portugal Vs Gibraltar,Gibraltar,Louis Bruce,1,0,18,0,18.00,1,4,0,0,0
T20I # 2042,Portugal Vs Gibraltar,Gibraltar,Avinash Pai,2,0,17,0,8.50,7,4,0,0,0
T20I # 2042,Portugal Vs Gibraltar,Gibraltar,Jack Horrocks,4,0,50,2,12.50,9,3,5,1,0
T20I # 2042,Portugal Vs Gibraltar,Gibraltar,James Fitzgerald,2,0,27,0,13.50,6,2,2,4,0
T20I # 2042,Portugal Vs Gibraltar,Gibraltar,Iain Latin,4,0,23,2,5.75,8,1,0,0,0
T20I # 2042,Portugal Vs Gibraltar,Gibraltar,Samarth Bodha,3,0,34,1,11.33,7,2,3,1,0
T20I # 2042,Portugal Vs Gibraltar,Portugal,Najjam Shahzad,2,0,15,0,7.50,3,1,0,2,0
T20I # 2042,Portugal Vs Gibraltar,Portugal,Zohaib Sarwar,4,0,28,1,7.00,12,2,0,3,1
T20I # 2042,Portugal Vs Gibraltar,Portugal,Francoise Stoman,4,1,24,2,6.00,14,1,0,3,1
T20I # 2042,Portugal Vs Gibraltar,Portugal,Siraj Ullah Khadem,4,1,13,3,3.25,13,0,0,0,0
T20I # 2042,Portugal Vs Gibraltar,Portugal,Syed Maisam Ali,1.3,0,4,2,2.66,6,0,0,1,0
T20I # 2091,Botswana Vs Kenya,Kenya,Peter Langat,3,0,8,1,2.66,11,0,0,1,0
T20I # 2091,Botswana Vs Kenya,Kenya,Gerard Mwendwa,3,0,21,0,7.00,9,1,1,0,0
T20I # 2091,Botswana Vs Kenya,Kenya,Shem Ngoche,4,0,22,3,5.50,14,2,1,0,0
T20I # 2091,Botswana Vs Kenya,Kenya,Vraj Patel,4,0,14,2,3.50,15,1,0,0,0
T20I # 2091,Botswana Vs Kenya,Kenya,Rakep Patel,4,0,16,2,4.00,15,0,1,1,0
T20I # 2091,Botswana Vs Kenya,Kenya,Rushab Patel,2,0,10,0,5.00,5,0,0,0,0
T20I # 2091,Botswana Vs Kenya,Botswana,Mmoloki Mooketsi,4,0,30,0,7.50,8,2,1,1,0
T20I # 2091,Botswana Vs Kenya,Botswana,Boemo Kgosiemang,2,0,16,1,8.00,6,3,0,0,0
T20I # 2091,Botswana Vs Kenya,Botswana,Dhruvkumar Maisuria,2,0,22,1,11.00,6,3,1,0,0
T20I # 2091,Botswana Vs Kenya,Botswana,Reginald Nehonde,1,0,13,0,13.00,2,0,1,1,0
T20I # 2091,Botswana Vs Kenya,Botswana,Boemo Khumalo,1,0,11,0,11.00,2,1,0,4,0
T20I # 2091,Botswana Vs Kenya,Botswana,Karabo Motlhanka,0.1,0,6,0,36.00,0,0,1,0,0
T20I # 2028,Vanuatu Vs Fiji,Fiji,Villame Manakitoga,4,0,28,1,7.00,-,-,-,3,0
T20I # 2028,Vanuatu Vs Fiji,Fiji,Siteri Tabuisulu,4,0,31,0,7.75,-,-,-,1,1
T20I # 2028,Vanuatu Vs Fiji,Fiji,Peni Dakainivanua,4,0,32,1,8.00,-,-,-,1,0
T20I # 2028,Vanuatu Vs Fiji,Fiji,Peni Kotoisuva,1,0,22,0,22.00,-,-,-,2,1
T20I # 2028,Vanuatu Vs Fiji,Fiji,Petero Cabebula,4,0,26,1,6.50,-,-,-,0,0
T20I # 2028,Vanuatu Vs Fiji,Fiji,Seru Tupou,2,0,6,3,3.00,-,-,-,0,0
T20I # 2028,Vanuatu Vs Fiji,Fiji,Peni Vuniwaqa,1,0,2,1,2.00,-,-,-,0,0
T20I # 2028,Vanuatu Vs Fiji,Vanuatu,Godfrey Mangau,3,1,16,1,5.33,-,-,-,1,1
T20I # 2028,Vanuatu Vs Fiji,Vanuatu,Patrick Matautaava,4,1,19,2,4.75,-,-,-,1,0
T20I # 2028,Vanuatu Vs Fiji,Vanuatu,Nalin Nipiko,4,0,29,1,7.25,-,-,-,1,0
T20I # 2028,Vanuatu Vs Fiji,Vanuatu,Joshua Rasu,4,0,14,2,3.50,-,-,-,1,0
T20I # 2028,Vanuatu Vs Fiji,Vanuatu,Obed Yosef,3,0,22,1,7.33,-,-,-,1,0
T20I # 2028,Vanuatu Vs Fiji,Vanuatu,Ronald Tari,2,0,18,0,9.00,-,-,-,0,0
T20I # 2043,Gibraltar Vs Portugal,Portugal,Najjam Shahzad,4,0,32,1,8.00,8,1,0,5,1
T20I # 2043,Gibraltar Vs Portugal,Portugal,Junaid Khan,4,0,18,0,4.50,16,2,0,3,0
T20I # 2043,Gibraltar Vs Portugal,Portugal,Francoise Stoman,4,0,46,1,11.50,6,7,1,0,0
T20I # 2043,Gibraltar Vs Portugal,Portugal,Siraj Ullah Khadem,4,0,17,0,4.25,10,0,0,1,0
T20I # 2043,Gibraltar Vs Portugal,Portugal,Zohaib Sarwar,2,0,32,0,16.00,1,4,1,0,1
T20I # 2043,Gibraltar Vs Portugal,Portugal,Amandeep Singh,2,0,21,1,10.50,5,1,2,0,0
T20I # 2043,Gibraltar Vs Portugal,Gibraltar,Avinash Pai,4,0,30,1,7.50,12,3,1,0,0
T20I # 2043,Gibraltar Vs Portugal,Gibraltar,Kabir Mirpuri,4,0,26,2,6.50,10,4,0,0,0
T20I # 2043,Gibraltar Vs Portugal,Gibraltar,Samarth Bodha,3.1,0,42,0,13.26,3,2,3,1,0
T20I # 2043,Gibraltar Vs Portugal,Gibraltar,Iain Latin,3,0,26,2,8.66,4,3,0,0,0
T20I # 2043,Gibraltar Vs Portugal,Gibraltar,Louis Bruce,3,0,23,0,7.66,5,2,0,1,0
T20I # 2043,Gibraltar Vs Portugal,Gibraltar,Jack Horrocks,1,0,14,0,14.00,1,1,1,0,0
T20I # 2002,Panama Vs Argentina,Argentina,Alan	Kirschbaum,3,0,24,0,8.00,9,1,2,1,0
T20I # 2002,Panama Vs Argentina,Argentina,Hernan Fennell,4,0,17,3,4.25,16,1,0,2,0
T20I # 2002,Panama Vs Argentina,Argentina,Pedro Arrighi,4,0,30,1,7.50,9,3,1,0,0
T20I # 2002,Panama Vs Argentina,Argentina,Santiago Rossi,4,0,28,0,7.00,7,1,0,1,0
T20I # 2002,Panama Vs Argentina,Argentina,Agustin Husain,2,0,7,2,3.50,8,0,0,1,1
T20I # 2002,Panama Vs Argentina,Argentina,Tomas Rossi,3,0,30,2,10.00,9,4,1,1,0
T20I # 2002,Panama Vs Argentina,Panama,Khengar Bhal Ahir,4,0,16,3,4.00,16,1,0,1,0
T20I # 2002,Panama Vs Argentina,Panama,Ahmed Patel,2,0,8,1,4.00,10,0,0,5,0
T20I # 2002,Panama Vs Argentina,Panama,Rahul Ahir,3.1,0,14,2,4.42,10,1,0,0,0
T20I # 2002,Panama Vs Argentina,Panama,Sohel Patel,4,0,21,2,5.25,8,0,0,0,0
T20I # 2002,Panama Vs Argentina,Panama,Irfan Hafejee,4,0,27,2,6.75,7,1,0,1,0
T20I # 2101,Botswana Vs Kenya,Kenya,Peter Langat,3,0,31,0,10.33,8,4,1,2,0
T20I # 2101,Botswana Vs Kenya,Kenya,Emmanuel Bundi,3,0,27,1,9.00,9,3,1,0,0
T20I # 2101,Botswana Vs Kenya,Kenya,Shem Ngoche,4,0,29,1,7.25,11,3,1,0,0
T20I # 2101,Botswana Vs Kenya,Kenya,Lucas Oluoch,2,0,12,1,6.00,7,0,1,1,0
T20I # 2101,Botswana Vs Kenya,Kenya,Rakep Patel,4,0,15,1,3.75,11,0,0,1,0
T20I # 2101,Botswana Vs Kenya,Kenya,Vishil Patel,4,0,27,4,6.75,8,1,1,1,0
T20I # 2101,Botswana Vs Kenya,Botswana,Mmoloki Mooketsi,4,0,25,1,6.25,14,3,1,1,0
T20I # 2101,Botswana Vs Kenya,Botswana,Boemo Khumalo,3,0,16,1,5.33,7,1,0,0,0
T20I # 2101,Botswana Vs Kenya,Botswana,Thatayaone Tshose,2,0,17,0,8.50,5,1,1,0,0
T20I # 2101,Botswana Vs Kenya,Botswana,Dhruvkumar Maisuria,4,2,10,2,2.50,18,1,0,0,0
T20I # 2101,Botswana Vs Kenya,Botswana,Katlo Piet,3.5,0,25,3,6.52,11,1,1,0,0
T20I # 2101,Botswana Vs Kenya,Botswana,Ameer Saiyed,2,0,18,1,9.00,4,0,1,1,0
T20I # 2379,India Vs Australia,Australia,Aaron Hardie,3,1,20,1,6.66,10,2,1,1,0
T20I # 2379,India Vs Australia,Australia,Jason Behrendorff,4,0,32,2,8.00,9,4,0,1,0
T20I # 2379,India Vs Australia,Australia,Ben Dwarshuis,4,0,40,3,10.00,9,6,1,1,0
T20I # 2379,India Vs Australia,Australia,Chris Green,4,0,36,0,9.00,7,1,3,0,0
T20I # 2379,India Vs Australia,Australia,Tanveer Sangha,4,0,30,2,7.50,8,1,1,1,0
T20I # 2379,India Vs Australia,Australia,Matthew Short,1,0,10,0,10.00,1,0,1,0,0
T20I # 2379,India Vs Australia,India,Deepak Chahar,4,0,44,2,11.00,7,5,2,0,0
T20I # 2379,India Vs Australia,India,Mukesh Kumar,4,0,42,0,10.50,9,5,1,3,1
T20I # 2379,India Vs Australia,India,Ravi Bishnoi,4,0,17,1,4.25,13,1,0,0,0
T20I # 2379,India Vs Australia,India,Axar Patel,4,0,16,3,4.00,13,1,0,0,0
T20I # 2379,India Vs Australia,India,Avesh Khan,4,0,33,1,8.25,7,1,2,2,0
T20I # 2029,Fiji Vs Samoa,Samoa,Uala Kaisala,2,0,13,0,6.50,-,-,-,0,0
T20I # 2029,Fiji Vs Samoa,Samoa,Timezeen Rapi,3,0,14,0,4.66,-,-,-,6,0
T20I # 2029,Fiji Vs Samoa,Samoa,Matthew Faatea,3,0,22,0,7.33,-,-,-,1,0
T20I # 2029,Fiji Vs Samoa,Samoa,Sitanisilao Toutai,4,0,36,2,9.00,-,-,-,1,0
T20I # 2029,Fiji Vs Samoa,Samoa,Paul Rarotoga,2,0,13,0,6.50,-,-,-,0,0
T20I # 2029,Fiji Vs Samoa,Samoa,Darren Roache,1,0,5,1,5.00,-,-,-,0,0
T20I # 2029,Fiji Vs Samoa,Samoa,Afapene Ilaoa,3,0,28,2,9.33,-,-,-,2,0
T20I # 2029,Fiji Vs Samoa,Samoa,Maletino Maiava,2,0,15,0,7.50,-,-,-,0,0
T20I # 2029,Fiji Vs Samoa,Fiji,Jone Wesele,4,0,19,1,4.75,-,-,-,0,0
T20I # 2029,Fiji Vs Samoa,Fiji,Siteri Tabuisulu,4,0,28,0,7.00,-,-,-,1,0
T20I # 2029,Fiji Vs Samoa,Fiji,Peni Dakainivanua,4,0,32,4,8.00,-,-,-,2,0
T20I # 2029,Fiji Vs Samoa,Fiji,Petero Cabebula,4,0,24,0,6.00,-,-,-,0,0
T20I # 2029,Fiji Vs Samoa,Fiji,Seru Tupou,3,0,18,1,6.00,-,-,-,2,0
T20I # 2029,Fiji Vs Samoa,Fiji,Peni Vuniwaqa,1,0,11,0,11.00,-,-,-,0,2
T20I # 2386,Mali Vs Kenya,Kenya,Shem Ngoche,4,2,7,0,1.75,-,-,-,0,0
T20I # 2386,Mali Vs Kenya,Kenya,Gerard Mwendwa,2,1,4,0,2.00,-,-,-,0,0
T20I # 2386,Mali Vs Kenya,Kenya,Peter Langat,2,1,2,0,1.00,-,-,-,1,0
T20I # 2386,Mali Vs Kenya,Kenya,Vishil Patel,4,2,5,4,1.25,-,-,-,1,0
T20I # 2386,Mali Vs Kenya,Kenya,Francis Mutua,2,2,0,2,0.00,-,-,-,0,0
T20I # 2386,Mali Vs Kenya,Kenya,Tanzeel Sheikh,3,1,15,2,5.00,-,-,-,1,0
T20I # 2386,Mali Vs Kenya,Kenya,Neil Mugabe,1.2,0,6,2,4.50,-,-,-,0,0
T20I # 2386,Mali Vs Kenya,Mali,Sekou Diaby,1,0,15,0,15.00,-,-,-,2,0
T20I # 2386,Mali Vs Kenya,Mali,Lamissa Sanogo,1,0,14,0,14.00,-,-,-,0,0
T20I # 2386,Mali Vs Kenya,Mali,Theodore Macalou,0.3,0,7,0,14.00,-,-,-,0,0
T20I # 2144,Luxembourg Vs Romania,Romania,Gaurav Mishra,3,0,18,2,6.00,8,2,0,1,0
T20I # 2144,Luxembourg Vs Romania,Romania,Shantanu Vashisht,4,0,21,1,5.25,14,2,0,2,0
T20I # 2144,Luxembourg Vs Romania,Romania,Manmeet Koli,4,0,20,2,5.00,11,2,0,0,0
T20I # 2144,Luxembourg Vs Romania,Romania,Vasu Saini,2,0,29,0,14.50,2,2,2,1,1
T20I # 2144,Luxembourg Vs Romania,Romania,Taranjeet Singh,4,0,24,3,6.00,12,0,2,1,0
T20I # 2144,Luxembourg Vs Romania,Romania,Cosmin Zavoiu,2,0,21,1,10.50,5,2,1,3,0
T20I # 2144,Luxembourg Vs Romania,Romania,Rajesh Kumar,1,0,15,0,15.00,0,2,0,1,0
T20I # 2144,Luxembourg Vs Romania,Luxembourg,Ankush Nanda,3,0,24,1,8.00,6,2,1,1,0
T20I # 2144,Luxembourg Vs Romania,Luxembourg,Mohit Dixit,2,0,7,1,3.50,6,0,0,0,0
T20I # 2144,Luxembourg Vs Romania,Luxembourg,Pankaj Malav,4,0,34,0,8.50,10,3,2,0,0
T20I # 2144,Luxembourg Vs Romania,Luxembourg,Amit Dhingra,2.3,0,20,0,8.00,4,2,0,1,0
T20I # 2144,Luxembourg Vs Romania,Luxembourg,Vikram Vijh,3,0,39,0,13.00,5,1,4,0,0
T20I # 2144,Luxembourg Vs Romania,Luxembourg,Anoop Orsu,2,0,27,0,13.50,3,3,1,1,1
T20I # 2162,Jersey Vs Ireland,Ireland,Mark Adair,4,0,17,1,4.25,16,2,0,2,0
T20I # 2162,Jersey Vs Ireland,Ireland,Josh Little,4,0,23,2,5.75,12,1,1,3,0
T20I # 2162,Jersey Vs Ireland,Ireland,Barry McCarthy,4,0,7,3,1.75,18,0,0,0,0
T20I # 2162,Jersey Vs Ireland,Ireland,Curtis Campher,2,0,10,0,5.00,6,1,0,0,0
T20I # 2162,Jersey Vs Ireland,Ireland,Ben White,4,0,10,2,2.50,14,0,0,0,0
T20I # 2162,Jersey Vs Ireland,Ireland,George Dockrell,2,0,9,1,4.50,6,1,0,0,0
T20I # 2162,Jersey Vs Ireland,Jersey,Julius Sumerauer,2,0,25,0,12.50,8,2,2,1,0
T20I # 2162,Jersey Vs Ireland,Jersey,Charles Perchard,2,0,10,0,5.00,6,1,0,0,0
T20I # 2162,Jersey Vs Ireland,Jersey,Rhys Palmer,1,0,9,0,9.00,3,2,0,0,0
T20I # 2162,Jersey Vs Ireland,Jersey,Benjamin Ward,3.2,0,23,1,6.90,8,2,1,0,0
T20I # 2162,Jersey Vs Ireland,Jersey,Elliot Miles,2,0,12,0,6.00,4,1,0,0,0
T20I # 2167,Jersey Vs Germany,Germany,Dieter Klein,4,0,27,0,6.75,10,3,0,1,0
T20I # 2167,Jersey Vs Germany,Germany,Ghulam Ahmadi,2,0,22,0,11.00,5,5,0,0,0
T20I # 2167,Jersey Vs Germany,Germany,Muslim Yar,4,0,31,0,7.75,7,4,0,1,0
T20I # 2167,Jersey Vs Germany,Germany,Sahir Naqash,4,0,37,3,9.25,9,5,0,2,0
T20I # 2167,Jersey Vs Germany,Germany,Elam Bharathi,1,0,13,0,13.00,3,0,2,0,0
T20I # 2167,Jersey Vs Germany,Germany,Dylan Blignaut,1,0,17,0,17.00,0,0,2,0,0
T20I # 2167,Jersey Vs Germany,Germany,Joshua van Heerden,4,0,41,2,10.25,6,2,1,2,1
T20I # 2167,Jersey Vs Germany,Jersey,Elliot Miles,4,0,19,1,4.75,11,1,0,0,0
T20I # 2167,Jersey Vs Germany,Jersey,Harrison Carlyon,2,0,17,0,8.50,4,2,0,1,0
T20I # 2167,Jersey Vs Germany,Jersey,Julius Sumerauer,4,0,22,4,5.50,12,3,0,0,0
T20I # 2167,Jersey Vs Germany,Jersey,Charles Perchard,4,0,29,2,7.25,11,2,1,1,0
T20I # 2167,Jersey Vs Germany,Jersey,Dominic Blampied,3,0,31,1,10.33,6,5,0,0,1
T20I # 2167,Jersey Vs Germany,Jersey,Nick Greenwood,3,0,12,0,4.00,8,0,0,1,0
T20I # 2416,Philippines Vs Indonesia,Indonesia,Maxi Koda,2,0,16,0,8.00,5,3,0,0,0
T20I # 2416,Philippines Vs Indonesia,Indonesia,Danilson Hawoe,4,0,24,2,6.00,10,3,0,0,0
T20I # 2416,Philippines Vs Indonesia,Indonesia,Kadek Gamantika,4,1,14,1,3.50,14,0,0,0,0
T20I # 2416,Philippines Vs Indonesia,Indonesia,Ketut Artawan,3,0,21,0,7.00,9,1,1,0,1
T20I # 2416,Philippines Vs Indonesia,Indonesia,Gede Arta,2,0,23,1,11.50,4,1,2,0,0
T20I # 2416,Philippines Vs Indonesia,Indonesia,Ferdinando Banunaek,4,0,39,1,9.75,7,5,1,0,0
T20I # 2416,Philippines Vs Indonesia,Indonesia,Anjar Tadarus,1,0,9,1,9.00,3,2,0,0,0
T20I # 2416,Philippines Vs Indonesia,Philippines,Kepler Lukies,4,0,24,3,6.00,15,1,1,4,0
T20I # 2416,Philippines Vs Indonesia,Philippines,Daniel Smith,3,0,27,0,9.00,9,3,1,2,0
T20I # 2416,Philippines Vs Indonesia,Philippines,Gurbhupinder Chohan,2,0,33,0,16.50,3,2,1,4,0
T20I # 2416,Philippines Vs Indonesia,Philippines,Huzaifa Mohammed,4,0,16,1,4.00,14,1,0,1,0
T20I # 2416,Philippines Vs Indonesia,Philippines,Henry Tyler,4,0,22,0,5.50,13,0,1,2,0
T20I # 2416,Philippines Vs Indonesia,Philippines,Liam Myott,3,0,17,1,5.66,7,2,0,0,0
T20I # 2160,Scotland Vs Italy,Italy,Grant Stewart,4,0,22,1,5.50,13,3,0,0,0
T20I # 2160,Scotland Vs Italy,Italy,Harry Manenti,4,0,37,1,9.25,7,4,1,1,0
T20I # 2160,Scotland Vs Italy,Italy,Gareth Berg,4,0,60,0,15.00,5,5,5,0,0
T20I # 2160,Scotland Vs Italy,Italy,Jaspreet Singh,3,0,50,0,16.66,3,6,3,1,0
T20I # 2160,Scotland Vs Italy,Italy,Ben Manenti,4,0,54,0,13.50,7,5,4,1,0
