match_id,match_name,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls
T20I # 2142,France Vs Luxembourg,France,Shayam Warnakulasuriya,2,0,34,1,17.00,4,2,3,0,1
T20I # 2142,France Vs Luxembourg,France,Zain Ahmad,2,0,19,0,9.50,3,1,1,1,0
T20I # 2142,France Vs Luxembourg,France,Dawood Ahmadzai,3,0,37,2,12.33,4,4,2,0,0
T20I # 2142,France Vs Luxembourg,France,Rohullah Mangal,3,0,32,1,10.66,6,1,3,1,0
T20I # 2142,France Vs Luxembourg,France,Usman Khan,2,0,20,0,10.00,2,1,1,0,0
T20I # 2157,Ireland Vs Austria,Austria,Amit	Nathwani,4,0,45,1,11.25,8,6,2,0,0
T20I # 2157,Ireland Vs Austria,Austria,Sahel Zadran,4,0,57,0,14.25,2,7,1,3,0
T20I # 2157,Ireland Vs Austria,Austria,Aqib Iqbal,4,0,46,2,11.50,8,2,4,1,0
T20I # 2157,Ireland Vs Austria,Austria,Abdullah Akbarjan,4,0,31,1,7.75,4,1,1,1,0
T20I # 2157,Ireland Vs Austria,Austria,Shahil Momin,4,0,43,0,10.75,6,2,1,3,0
T20I # 2157,Ireland Vs Austria,Ireland,Mark Adair,3.4,0,13,4,3.54,16,1,0,1,0
T20I # 2157,Ireland Vs Austria,Ireland,Josh Little,4,0,16,2,4.00,18,1,1,1,0
T20I # 2157,Ireland Vs Austria,Ireland,Barry McCarthy,4,0,22,1,5.50,12,3,0,0,0
T20I # 2157,Ireland Vs Austria,Ireland,Ben White,4,0,25,1,6.25,10,3,0,0,0
T20I # 2157,Ireland Vs Austria,Ireland,Curtis Campher,3,0,18,2,6.00,9,1,1,1,0
T20I # 2412,Malawi Vs Botswana,Botswana,Michael Badenhorst,2,0,14,0,7.00,-,-,-,2,0
T20I # 2412,Malawi Vs Botswana,Botswana,Reynier Swart,2,0,15,1,7.50,-,-,-,4,0
T20I # 2412,Malawi Vs Botswana,Botswana,Katlo Piet,4,0,14,1,3.50,-,-,-,0,0
T20I # 2412,Malawi Vs Botswana,Botswana,Mmoloki Mooketsi,4,0,16,4,4.00,-,-,-,0,0
T20I # 2412,Malawi Vs Botswana,Botswana,Dhruvkumar Maisuria,4,0,20,1,5.00,-,-,-,1,0
T20I # 2412,Malawi Vs Botswana,Botswana,Karabo Motlhanka,4,0,24,1,6.00,-,-,-,0,0
T20I # 2412,Malawi Vs Botswana,Malawi,Daniel Jakiel,4,0,13,1,3.25,-,-,-,0,0
T20I # 2412,Malawi Vs Botswana,Malawi,Suhail Vayani,4,0,19,2,4.75,-,-,-,0,0
T20I # 2412,Malawi Vs Botswana,Malawi,Moazzam Baig,4,0,14,1,3.50,-,-,-,0,0
T20I # 2412,Malawi Vs Botswana,Malawi,Aaftab Limdawala,4,0,33,0,8.25,-,-,-,0,0
T20I # 2412,Malawi Vs Botswana,Malawi,Mike Choamba,1,0,7,0,7.00,-,-,-,0,0
T20I # 2412,Malawi Vs Botswana,Malawi,Donnex Kansonkho,1,0,6,1,6.00,-,-,-,0,0
T20I # 2412,Malawi Vs Botswana,Malawi,Blessings Pondani,2,0,12,2,6.00,-,-,-,0,0
T20I # 2413,Uganda Vs Kenya,Kenya,Lucas Oluoch,3,0,34,2,11.33,-,-,-,3,0
T20I # 2413,Uganda Vs Kenya,Kenya,Emmanuel Bundi,4,0,34,0,8.50,-,-,-,0,0
T20I # 2413,Uganda Vs Kenya,Kenya,Nelson Odhiambo,2,0,30,1,15.00,-,-,-,3,1
T20I # 2413,Uganda Vs Kenya,Kenya,Shem Ngoche,4,0,22,2,5.50,-,-,-,0,0
T20I # 2413,Uganda Vs Kenya,Kenya,Peter Langat,4,0,27,2,6.75,-,-,-,0,0
T20I # 2413,Uganda Vs Kenya,Kenya,Vishil Patel,2,0,22,0,11.00,-,-,-,0,0
T20I # 2413,Uganda Vs Kenya,Kenya,Collins Obuya,1,0,17,0,17.00,-,-,-,0,0
T20I # 2413,Uganda Vs Kenya,Uganda,Riazat Ali Shah,2,0,10,0,5.00,-,-,-,1,1
T20I # 2413,Uganda Vs Kenya,Uganda,Bilal Hassan,2.4,0,21,2,7.87,-,-,-,1,0
T20I # 2413,Uganda Vs Kenya,Uganda,Dinesh Nakrani,4,1,17,3,4.25,-,-,-,0,0
T20I # 2413,Uganda Vs Kenya,Uganda,Henry Ssenyondo,4,1,20,4,5.00,-,-,-,0,0
T20I # 2413,Uganda Vs Kenya,Uganda,Kenneth Waiswa,2,0,14,1,7.00,-,-,-,0,0
T20I # 2413,Uganda Vs Kenya,Uganda,Alpesh Ramjani,1,0,10,0,10.00,-,-,-,0,0
T20I # 2414,England Vs West Indies,West Indies,Matthew Forde,3,0,54,0,18.00,4,3,6,1,0
T20I # 2414,England Vs West Indies,West Indies,Akeal Hosein,4,0,36,1,9.00,9,3,2,0,0
T20I # 2414,England Vs West Indies,West Indies,Kyle Mayers,1,0,7,0,7.00,3,1,0,0,0
T20I # 2414,England Vs West Indies,West Indies,Jason Holder,4,0,55,1,13.75,3,5,2,3,0
T20I # 2414,England Vs West Indies,West Indies,Gudakesh Motie,4,0,55,0,13.75,3,4,4,0,0
T20I # 2414,England Vs West Indies,West Indies,Andre Russell,3,0,37,1,12.33,4,2,2,1,0
T20I # 2414,England Vs West Indies,West Indies,Sherfane Rutherford,1,0,23,0,23.00,1,1,3,0,0
T20I # 2414,England Vs West Indies,England,Moeen Ali,1,0,20,1,20.00,2,2,2,0,0
T20I # 2414,England Vs West Indies,England,Reece Topley,3.3,0,37,3,10.57,10,3,3,0,0
T20I # 2414,England Vs West Indies,England,Chris Woakes,2,0,25,1,12.50,6,3,2,0,0
T20I # 2414,England Vs West Indies,England,Sam Curran,2,0,25,2,12.50,2,3,1,0,0
T20I # 2414,England Vs West Indies,England,Rehan Ahmed,3,0,42,2,14.00,3,4,3,0,0
T20I # 2414,England Vs West Indies,England,Adil Rashid,4,0,35,1,8.75,13,0,3,2,0
T20I # 2175,Japan Vs Vanuatu,Vanuatu,Nalin Nipiko,3.5,0,28,4,7.30,10,2,0,1,0
T20I # 2175,Japan Vs Vanuatu,Vanuatu,Joshua Rasu,4,1,23,1,5.75,12,2,0,0,0
T20I # 2175,Japan Vs Vanuatu,Vanuatu,Apolinaire Stephen,3,0,33,1,11.00,6,2,2,2,0
T20I # 2175,Japan Vs Vanuatu,Vanuatu,Darren Wotu,4,0,21,3,5.25,12,1,0,0,0
T20I # 2175,Japan Vs Vanuatu,Vanuatu,Williamsing Nalisa,3,0,18,0,6.00,9,2,0,0,1
T20I # 2175,Japan Vs Vanuatu,Vanuatu,Simpson Obed,2,0,12,0,6.00,5,1,0,0,0
T20I # 2175,Japan Vs Vanuatu,Japan,Piyush Kumbhare,4,0,15,1,3.75,16,0,1,0,0
T20I # 2175,Japan Vs Vanuatu,Japan,Reo SakuranoThomas,4,0,38,1,9.50,3,3,0,2,0
T20I # 2175,Japan Vs Vanuatu,Japan,Ibrahim Takahashi,3,0,17,1,5.66,9,0,1,2,0
T20I # 2175,Japan Vs Vanuatu,Japan,Sabaorish Ravichandran,3.3,0,31,0,8.85,5,2,1,1,0
T20I # 2175,Japan Vs Vanuatu,Japan,Kohei Kubota,1,0,8,0,8.00,3,0,1,0,0
T20I # 2175,Japan Vs Vanuatu,Japan,Declan Suzuki,2,0,19,0,9.50,2,0,1,0,0
T20I # 2175,Japan Vs Vanuatu,Japan,Makoto Taniyama,2,0,9,0,4.50,4,0,0,0,0
T20I # 2132,France Vs Malta,Malta,Fanyan Mughal,4,0,29,0,7.25,9,4,0,1,0
T20I # 2132,France Vs Malta,Malta,Waseem Abbas,4,1,29,1,7.25,10,3,0,1,0
T20I # 2132,France Vs Malta,Malta,Waqas Ahmad,4,0,37,0,9.25,7,2,2,0,0
T20I # 2132,France Vs Malta,Malta,Varun Thamotharam,1,0,10,0,10.00,2,0,1,0,0
T20I # 2132,France Vs Malta,Malta,Imran Ameer,3,0,19,2,6.33,7,2,0,0,0
T20I # 2132,France Vs Malta,Malta,Eldhose Mathew,4,0,27,3,6.75,11,2,1,0,1
T20I # 2132,France Vs Malta,France,Noman Amjad,3,0,19,0,6.33,9,1,1,2,0
T20I # 2132,France Vs Malta,France,Shayam Warnakulasuriya,3,0,18,2,6.00,12,1,1,2,0
T20I # 2132,France Vs Malta,France,Rahmatullah Mangal,4,0,28,2,7.00,9,2,1,1,0
T20I # 2132,France Vs Malta,France,Dawood Ahmadzai,4,0,26,2,6.50,11,2,1,0,0
T20I # 2132,France Vs Malta,France,Rohullah Mangal,1,0,12,0,12.00,0,2,0,0,0
T20I # 2132,France Vs Malta,France,Usman Khan,3.2,0,17,4,5.10,12,1,1,1,0
T20I # 2409,Sierra Leone Vs Ghana,Ghana,Godfred Bakiweyem,4,1,16,1,4.00,-,-,-,0,1
T20I # 2409,Sierra Leone Vs Ghana,Ghana,Kofi Bagabena,3,0,15,1,5.00,-,-,-,1,0
T20I # 2409,Sierra Leone Vs Ghana,Ghana,Daniel Anefie,4,0,19,0,4.75,-,-,-,2,0
T20I # 2409,Sierra Leone Vs Ghana,Ghana,Obed Harvey,4,0,12,1,3.00,-,-,-,0,0
T20I # 2409,Sierra Leone Vs Ghana,Ghana,Rexford Bakum,4,0,35,1,8.75,-,-,-,1,0
T20I # 2409,Sierra Leone Vs Ghana,Ghana,Richmond Baaleri,1,0,10,0,10.00,-,-,-,0,0
T20I # 2409,Sierra Leone Vs Ghana,Sierra Leone,George Sesay,3.4,0,22,2,6.00,-,-,-,1,0
T20I # 2409,Sierra Leone Vs Ghana,Sierra Leone,Samuel Conteh,4,0,24,1,6.00,-,-,-,1,0
T20I # 2409,Sierra Leone Vs Ghana,Sierra Leone,Abass Gbla,4,0,15,1,3.75,-,-,-,0,0
T20I # 2409,Sierra Leone Vs Ghana,Sierra Leone,Chernoh Bah,2,0,18,1,9.00,-,-,-,2,0
T20I # 2409,Sierra Leone Vs Ghana,Sierra Leone,Raymond Coker,2,0,11,0,5.50,-,-,-,0,0
T20I # 2409,Sierra Leone Vs Ghana,Sierra Leone,George Ngegba,4,0,19,1,4.75,-,-,-,0,0
T20I # 2100,Rwanda Vs Uganda,Uganda,Riazat Ali Shah,2,0,8,1,4.00,6,0,0,0,0
T20I # 2100,Rwanda Vs Uganda,Uganda,Dinesh Nakrani,2,0,8,0,4.00,6,0,0,1,0
T20I # 2100,Rwanda Vs Uganda,Uganda,Pascal Murungi,1,0,17,0,17.00,0,3,0,0,0
T20I # 2100,Rwanda Vs Uganda,Uganda,Alpesh Ramjani,4,0,23,2,5.75,12,0,2,0,0
T20I # 2100,Rwanda Vs Uganda,Uganda,Henry Ssenyondo,4,1,7,4,1.75,17,0,0,0,0
T20I # 2100,Rwanda Vs Uganda,Uganda,Brian Masaba,4,0,12,0,3.00,15,0,0,2,0
T20I # 2100,Rwanda Vs Uganda,Uganda,Siraje Nsubuga,3,0,10,1,3.33,8,0,0,0,0
T20I # 2100,Rwanda Vs Uganda,Rwanda,Zappy Bimenyimana,2,0,14,0,7.00,7,3,0,0,0
T20I # 2100,Rwanda Vs Uganda,Rwanda,Eric Kubwimana,1.3,0,18,1,12.00,3,2,1,0,0
T20I # 2100,Rwanda Vs Uganda,Rwanda,Martin Akayezu,2,0,24,2,12.00,5,3,1,2,0
T20I # 2100,Rwanda Vs Uganda,Rwanda,Emile Rukiriza,3,0,11,0,3.66,11,1,0,0,0
T20I # 2100,Rwanda Vs Uganda,Rwanda,Kevin Irakoze,1,0,20,0,20.00,1,0,3,0,0
T20I # 2203,New Zealand Vs United Arab Emirates,United Arab Emirates,Muhammad Jawadullah,4,0,16,2,4.00,14,0,0,1,1
T20I # 2203,New Zealand Vs United Arab Emirates,United Arab Emirates,Aayan Afzal Khan,4,0,20,3,5.00,9,0,1,0,0
T20I # 2203,New Zealand Vs United Arab Emirates,United Arab Emirates,Ali Naseer,3,0,25,1,8.33,5,1,1,1,0
T20I # 2203,New Zealand Vs United Arab Emirates,United Arab Emirates,Zahoor Khan,4,0,35,1,8.75,8,1,2,1,0
T20I # 2203,New Zealand Vs United Arab Emirates,United Arab Emirates,Mohammed Faraazuddin,4,0,37,1,9.25,4,4,1,0,0
T20I # 2203,New Zealand Vs United Arab Emirates,United Arab Emirates,Basil Hameed,1,0,7,0,7.00,2,1,0,0,0
T20I # 2203,New Zealand Vs United Arab Emirates,New Zealand,Tim Southee,3.4,1,32,1,8.72,10,3,2,0,0
T20I # 2203,New Zealand Vs United Arab Emirates,New Zealand,Ben Lister,2,0,17,0,8.50,5,3,0,0,0
T20I # 2203,New Zealand Vs United Arab Emirates,New Zealand,Mitchell Santner,3,0,26,1,8.66,6,2,1,0,0
T20I # 2203,New Zealand Vs United Arab Emirates,New Zealand,Kyle Jamieson,3,0,30,1,10.00,4,1,2,1,0
T20I # 2203,New Zealand Vs United Arab Emirates,New Zealand,Cole McConchie,1,0,14,0,14.00,1,1,1,0,0
T20I # 2203,New Zealand Vs United Arab Emirates,New Zealand,James Neesham,3,0,24,0,8.00,4,2,0,2,0
T20I # 2108,Uganda Vs Kenya,Kenya,Shem Ngoche,4,0,35,1,8.75,13,2,3,1,0
T20I # 2108,Uganda Vs Kenya,Kenya,Gerard Mwendwa,4,0,19,3,4.75,13,2,0,1,0
T20I # 2108,Uganda Vs Kenya,Kenya,Vraj Patel,3,1,25,2,8.33,9,1,2,0,0
T20I # 2108,Uganda Vs Kenya,Kenya,Lucas Oluoch,4,0,24,1,6.00,11,0,2,0,0
T20I # 2108,Uganda Vs Kenya,Kenya,Rakep Patel,4,0,16,2,4.00,13,1,0,0,0
T20I # 2108,Uganda Vs Kenya,Kenya,Sachin Bhudia,1,0,3,0,3.00,4,0,0,0,0
T20I # 2108,Uganda Vs Kenya,Uganda,Riazat Ali Shah,3,0,21,2,7.00,7,2,0,1,0
T20I # 2108,Uganda Vs Kenya,Uganda,Dinesh Nakrani,4,0,25,1,6.25,9,3,0,0,0
T20I # 2108,Uganda Vs Kenya,Uganda,Kenneth Waiswa,4,1,17,2,4.25,15,1,0,2,0
T20I # 2108,Uganda Vs Kenya,Uganda,Henry Ssenyondo,4,0,21,1,5.25,10,0,1,0,0
T20I # 2108,Uganda Vs Kenya,Uganda,Frank Nsubuga,3,0,20,1,6.66,9,1,1,1,0
T20I # 2108,Uganda Vs Kenya,Uganda,Siraje Nsubuga,2,0,17,0,8.50,2,0,1,0,0
T20I # 2045,Pakistan Vs New Zealand,New Zealand,Matt Henry,4,0,32,3,8.00,13,4,1,2,0
T20I # 2045,Pakistan Vs New Zealand,New Zealand,Adam Milne,4,0,51,2,12.75,10,7,2,2,1
T20I # 2045,Pakistan Vs New Zealand,New Zealand,Ben Lister,3.5,0,30,2,7.82,9,3,1,1,0
T20I # 2045,Pakistan Vs New Zealand,New Zealand,James Neesham,3,0,18,1,6.00,9,3,0,0,0
T20I # 2045,Pakistan Vs New Zealand,New Zealand,Ish Sodhi,4,0,34,1,8.50,9,2,2,1,0
T20I # 2045,Pakistan Vs New Zealand,New Zealand,Rachin Ravindra,1,0,9,0,9.00,0,1,0,0,0
T20I # 2045,Pakistan Vs New Zealand,Pakistan,Shaheen Shah Afridi,2,0,11,1,5.50,6,1,0,2,0
T20I # 2045,Pakistan Vs New Zealand,Pakistan,Zaman Khan,2,0,7,1,3.50,6,0,0,0,0
T20I # 2045,Pakistan Vs New Zealand,Pakistan,Faheem Ashraf,2,0,17,1,8.50,5,3,0,0,0
T20I # 2045,Pakistan Vs New Zealand,Pakistan,Haris Rauf,3.3,0,18,4,5.14,14,1,1,1,0
T20I # 2045,Pakistan Vs New Zealand,Pakistan,Iftikhar Ahmed,2,0,10,0,5.00,5,0,0,0,0
T20I # 2045,Pakistan Vs New Zealand,Pakistan,Shadab Khan,3,0,29,1,9.66,7,4,1,0,0
T20I # 2045,Pakistan Vs New Zealand,Pakistan,Imad Wasim,1,0,2,2,2.00,5,0,0,0,0
T20I # 2200,Ireland Vs India,India,Jasprit Bumrah,4,0,24,2,6.00,16,3,1,1,0
T20I # 2200,Ireland Vs India,India,Arshdeep Singh,4,0,35,1,8.75,11,2,2,3,1
T20I # 2200,Ireland Vs India,India,Prasidh Krishna,4,0,32,2,8.00,11,4,1,1,0
T20I # 2200,Ireland Vs India,India,Ravi Bishnoi,4,0,23,2,5.75,11,1,1,1,0
T20I # 2200,Ireland Vs India,India,Shivam Dube,1,0,6,0,6.00,3,1,0,0,0
T20I # 2200,Ireland Vs India,India,Washington Sundar,3,0,19,0,6.33,4,1,0,0,0
T20I # 2200,Ireland Vs India,Ireland,Mark Adair,1,0,10,0,10.00,3,2,0,0,0
T20I # 2200,Ireland Vs India,Ireland,Josh Little,3,0,20,0,6.66,10,2,1,1,0
T20I # 2200,Ireland Vs India,Ireland,Barry McCarthy,2,0,14,0,7.00,4,0,1,1,0
T20I # 2200,Ireland Vs India,Ireland,Craig Young,0.5,0,2,2,2.40,3,0,0,0,0
T20I # 2096,Rwanda Vs Botswana,Botswana,Boemo Kgosiemang,3,0,32,1,10.66,5,4,0,0,0
T20I # 2096,Rwanda Vs Botswana,Botswana,Boemo Khumalo,3,0,22,1,7.33,7,1,1,2,0
T20I # 2096,Rwanda Vs Botswana,Botswana,Mmoloki Mooketsi,3,0,36,0,12.00,4,4,1,1,0
T20I # 2096,Rwanda Vs Botswana,Botswana,Katlo Piet,4,0,25,1,6.25,8,1,0,0,1
T20I # 2096,Rwanda Vs Botswana,Botswana,Dhruvkumar Maisuria,4,0,24,3,6.00,12,2,0,1,0
T20I # 2096,Rwanda Vs Botswana,Botswana,Thatayaone Tshose,3,0,19,1,6.33,6,0,0,1,0
T20I # 2096,Rwanda Vs Botswana,Rwanda,Zappy Bimenyimana,4,0,14,2,3.50,14,1,0,0,0
T20I # 2096,Rwanda Vs Botswana,Rwanda,Ignace  Ntirenganya,4,0,34,0,8.50,5,3,0,1,0
T20I # 2096,Rwanda Vs Botswana,Rwanda,Kevin Irakoze,4,0,25,1,6.25,9,2,0,0,0
T20I # 2096,Rwanda Vs Botswana,Rwanda,Emile Rukiriza,4,0,36,2,9.00,5,1,2,1,0
T20I # 2096,Rwanda Vs Botswana,Rwanda,Martin Akayezu,2,0,15,1,7.50,6,1,1,1,0
T20I # 2096,Rwanda Vs Botswana,Rwanda,Clinton Rubagumya,0.4,0,5,1,7.50,1,0,0,1,0
T20I # 2194,India Vs West Indies,West Indies,Akeal Hosein,4,0,24,2,6.00,12,2,1,0,0
T20I # 2194,India Vs West Indies,West Indies,Kyle Mayers,1,0,4,0,4.00,2,0,0,0,0
T20I # 2194,India Vs West Indies,West Indies,Jason Holder,4,0,36,2,9.00,11,3,2,3,0
T20I # 2194,India Vs West Indies,West Indies,Alzarri Joseph,3,0,41,0,13.66,4,5,2,1,0
T20I # 2194,India Vs West Indies,West Indies,Roston Chase,4,0,25,1,6.25,6,2,0,1,0
T20I # 2194,India Vs West Indies,West Indies,Romario Shepherd,4,0,31,4,7.75,10,0,3,2,0
T20I # 2194,India Vs West Indies,India,Hardik Pandya,3,0,32,0,10.66,8,2,3,0,0
T20I # 2194,India Vs West Indies,India,Arshdeep Singh,2,0,20,1,10.00,6,1,2,0,0
T20I # 2194,India Vs West Indies,India,Kuldeep Yadav,4,0,18,0,4.50,12,1,0,2,0
T20I # 2194,India Vs West Indies,India,Yuzvendra Chahal,4,0,51,0,12.75,4,1,5,0,0
T20I # 2194,India Vs West Indies,India,Mukesh Kumar,1,0,10,0,10.00,0,1,0,1,0
T20I # 2194,India Vs West Indies,India,Tilak Varma,2,0,17,1,8.50,5,1,1,0,0
T20I # 2194,India Vs West Indies,India,Axar Patel,1,0,8,0,8.00,3,1,0,0,0
T20I # 2194,India Vs West Indies,India,Yashasvi Jaiswal,1,0,11,0,11.00,1,0,1,0,0
T20I # 2099,Rwanda Vs Kenya,Kenya,Peter Langat,2.2,0,12,1,5.14,6,1,0,1,0
T20I # 2099,Rwanda Vs Kenya,Kenya,Shem Ngoche,4,0,22,2,5.50,14,0,2,0,0
T20I # 2099,Rwanda Vs Kenya,Kenya,Emmanuel Bundi,3,0,15,3,5.00,12,2,0,1,0
T20I # 2099,Rwanda Vs Kenya,Kenya,Lucas Oluoch,2,0,8,0,4.00,8,1,0,0,0
T20I # 2099,Rwanda Vs Kenya,Kenya,Vraj Patel,4,0,12,3,3.00,15,0,0,1,0
T20I # 2099,Rwanda Vs Kenya,Kenya,Vishil Patel,3,0,22,0,7.33,7,1,1,2,0
T20I # 2099,Rwanda Vs Kenya,Rwanda,Zappy Bimenyimana,3.1,0,20,1,6.31,10,2,1,0,0
T20I # 2099,Rwanda Vs Kenya,Rwanda,Ignace  Ntirenganya,3,0,14,0,4.66,8,1,0,1,0
T20I # 2099,Rwanda Vs Kenya,Rwanda,Kevin Irakoze,2,0,18,0,9.00,3,1,1,0,0
T20I # 2099,Rwanda Vs Kenya,Rwanda,Emile Rukiriza,2,0,14,1,7.00,5,1,0,3,0
T20I # 2099,Rwanda Vs Kenya,Rwanda,Clinton Rubagumya,2,0,11,0,5.50,5,1,0,1,0
T20I # 2099,Rwanda Vs Kenya,Rwanda,Martin Akayezu,2,0,21,0,10.50,4,1,0,4,0
T20I # 2015,Hong Kong Vs Bahrain,Bahrain,Rizwan Butt,4,0,31,0,7.75,7,3,0,1,1
T20I # 2015,Hong Kong Vs Bahrain,Bahrain,Ali Dawood,4,0,43,0,10.75,6,3,2,1,2
T20I # 2015,Hong Kong Vs Bahrain,Bahrain,Sarfaraz Ali,3,0,13,1,4.33,6,0,0,0,0
T20I # 2015,Hong Kong Vs Bahrain,Bahrain,Sathaiya Veerapathiran,2,0,15,1,7.50,3,2,0,0,0
T20I # 2015,Hong Kong Vs Bahrain,Bahrain,Abdul Majid,3,0,13,1,4.33,-,-,-,0,0
T20I # 2015,Hong Kong Vs Bahrain,Bahrain,Imran Anwar,4,0,35,1,8.75,5,3,1,1,0
T20I # 2015,Hong Kong Vs Bahrain,Hong Kong,Haroon Arshad,4,0,32,1,8.00,9,3,1,1,2
T20I # 2015,Hong Kong Vs Bahrain,Hong Kong,Ehsan Khan,3.1,0,16,3,5.05,12,3,0,0,0
T20I # 2015,Hong Kong Vs Bahrain,Hong Kong,Nasrulla Rana,2,0,30,0,15.00,3,2,2,2,0
T20I # 2015,Hong Kong Vs Bahrain,Hong Kong,Aizaz Khan,4,0,30,2,7.50,7,1,1,1,0
T20I # 2015,Hong Kong Vs Bahrain,Hong Kong,Yasim Murtaza,2,0,11,0,5.50,5,1,0,0,0
T20I # 2015,Hong Kong Vs Bahrain,Hong Kong,Mohammad Ghazanfar,4,0,16,3,4.00,13,1,0,1,0
T20I # 2285,Nigeria Vs Rwanda,Rwanda,Zappy Bimenyimana,4,0,34,2,8.50,13,5,1,2,0
T20I # 2285,Nigeria Vs Rwanda,Rwanda,Martin Akayezu,4,0,27,1,6.75,14,4,0,4,0
T20I # 2285,Nigeria Vs Rwanda,Rwanda,Kevin Irakoze,3,0,20,1,6.66,10,2,1,1,0
T20I # 2285,Nigeria Vs Rwanda,Rwanda,Muhammad Nadir,3,0,14,0,4.66,10,0,1,0,0
T20I # 2285,Nigeria Vs Rwanda,Rwanda,Emmanuel Sebareme,3,0,12,1,4.00,7,0,0,0,0
T20I # 2285,Nigeria Vs Rwanda,Rwanda,Emile Rukiriza,3,0,13,3,4.33,10,1,0,0,0
T20I # 2285,Nigeria Vs Rwanda,Nigeria,Peter Aho,3.1,1,5,2,1.57,14,0,0,0,0
T20I # 2285,Nigeria Vs Rwanda,Nigeria,Chiemelie Udekwe,4,1,14,3,3.50,17,1,0,3,0
T20I # 2285,Nigeria Vs Rwanda,Nigeria,Isaac Okpe,2,0,8,1,4.00,5,0,0,0,0
T20I # 2285,Nigeria Vs Rwanda,Nigeria,Prosper Useni,2,0,7,1,3.50,6,0,0,0,0
T20I # 2285,Nigeria Vs Rwanda,Nigeria,Sylvester Okpe,3,0,19,0,6.33,7,0,1,2,0
T20I # 2285,Nigeria Vs Rwanda,Nigeria,Ridwan Abdulkareem,3,0,17,1,5.66,8,2,0,0,0
T20I # 2285,Nigeria Vs Rwanda,Nigeria,Isaac Danladi,1,0,2,1,2.00,4,0,0,0,0
T20I # 2360,Australia Vs India,India,Arshdeep Singh,4,0,41,0,10.25,10,6,1,4,0
T20I # 2360,Australia Vs India,India,Prasidh Krishna,4,0,50,1,12.50,7,7,2,0,0
T20I # 2360,Australia Vs India,India,Axar Patel,4,0,32,0,8.00,10,5,0,0,0
T20I # 2360,Australia Vs India,India,Ravi Bishnoi,4,0,54,1,13.50,7,2,6,0,0
T20I # 2360,Australia Vs India,India,Mukesh Kumar,4,0,29,0,7.25,11,4,0,0,1
T20I # 2360,Australia Vs India,Australia,Marcus Stoinis,3,0,36,0,12.00,5,5,1,3,0
T20I # 2360,Australia Vs India,Australia,Jason Behrendorff,4,1,25,1,6.25,11,2,1,0,0
T20I # 2360,Australia Vs India,Australia,Matthew Short,1,0,13,1,13.00,2,1,1,1,0
T20I # 2360,Australia Vs India,Australia,Sean Abbott,3.5,0,43,1,11.21,8,2,3,4,1
T20I # 2360,Australia Vs India,Australia,Nathan Ellis,4,0,44,0,11.00,8,5,2,3,0
T20I # 2360,Australia Vs India,Australia,Tanveer Sangha,4,0,47,2,11.75,5,4,3,1,0
T20I # 2246,Oman Vs Saudi Arabia,Saudi Arabia,Khalander Mustafa,4,0,26,2,6.50,10,4,0,0,0
T20I # 2246,Oman Vs Saudi Arabia,Saudi Arabia,Usman Najeeb,4,0,45,1,11.25,8,1,3,4,0
T20I # 2246,Oman Vs Saudi Arabia,Saudi Arabia,Kashif Abbas,4,0,34,1,8.50,8,2,2,1,0
T20I # 2246,Oman Vs Saudi Arabia,Saudi Arabia,Zain Ul Abidin,4,0,27,2,6.75,11,3,0,0,0
T20I # 2246,Oman Vs Saudi Arabia,Saudi Arabia,Ahmed Baladraf,3,0,33,0,11.00,5,3,2,0,0
T20I # 2246,Oman Vs Saudi Arabia,Saudi Arabia,Abdul Waheed,1,0,9,0,9.00,1,0,0,0,1
T20I # 2246,Oman Vs Saudi Arabia,Oman,Bilal Khan,4,0,26,1,6.50,9,1,1,1,0
T20I # 2246,Oman Vs Saudi Arabia,Oman,Fayyaz Butt,4,0,24,2,6.00,14,4,0,1,0
T20I # 2246,Oman Vs Saudi Arabia,Oman,Ayaan Khan,4,0,16,2,4.00,13,1,0,0,0
T20I # 2246,Oman Vs Saudi Arabia,Oman,Rafiullah,3,0,26,1,8.66,5,2,1,0,0
T20I # 2246,Oman Vs Saudi Arabia,Oman,Aqib Ilyas,4,0,22,1,5.50,10,2,0,1,0
T20I # 2246,Oman Vs Saudi Arabia,Oman,Mehran Khan,1,0,11,0,11.00,2,2,0,0,1
T20I # 2068,Denmark Vs Finland,Finland,Raaz Mohammad,4,0,38,1,9.50,4,3,1,1,0
T20I # 2068,Denmark Vs Finland,Finland,Amjad Sher,4,0,25,2,6.25,10,2,0,0,0
T20I # 2068,Denmark Vs Finland,Finland,Peter Gallagher,4,0,31,1,7.75,7,2,0,1,0
T20I # 2068,Denmark Vs Finland,Finland,Mahesh Tambe,4,0,37,0,9.25,7,1,2,2,0
T20I # 2068,Denmark Vs Finland,Finland,Akhil Arjunan,4,0,39,1,9.75,5,4,1,0,0
T20I # 2068,Denmark Vs Finland,Denmark,Oliver Hald,3,1,5,3,1.66,14,0,0,0,0
T20I # 2068,Denmark Vs Finland,Denmark,Surya Anand,3,0,13,0,4.33,10,1,0,0,0
T20I # 2068,Denmark Vs Finland,Denmark,Nicolaj Laegsgaard,2,0,16,1,8.00,4,1,0,1,0
T20I # 2068,Denmark Vs Finland,Denmark,Saud Munir,4,0,25,1,6.25,8,1,1,0,0
